SecId,Equity_Holding,Other_Holding,Assets_in_top10_holdings_percent,Reported_turnover_percent,Top3_sector_percent,Top5_sector_percent
F00000JUYT,50,0,31,52.87,44.17,61.57
F00000JUYU,50,0,31,52.87,44.17,61.57
F0GBR052U8,56,0,27,58.97,44.8,68.78
0P0000LYIV,56,0,27,58.97,44.8,68.78
0P00001A0M,56,0,27,58.97,44.8,68.78
F00000OV1C,51,1,45,140.42,62.23,82.51
F0GBR06MIL,51,1,45,140.42,62.23,82.51
F00000OTNG,51,1,45,140.42,62.23,82.51
F00000PC3G,51,1,45,140.42,62.23,82.51
F0000045M1,51,1,45,140.42,62.23,82.51
F0GBR06MIK,51,1,45,140.42,62.23,82.51
F00000Q3YK,53,1,45,41.37,60.97,82.71
F00000QHCO,53,1,45,41.37,60.97,82.71
F000000RDD,53,1,45,41.37,60.97,82.71
F00000M89N,59,1,30,123.24,58.56,78.69
F0GBR04S4D,51,49,40,120,69.31,87.64
F00000O4Y5,51,49,40,120,69.31,87.64
F00000WVAJ,51,49,40,120,69.31,87.64
F000002SDO,43,54,32,128,52.41,74.11
F00000PLW7,43,54,32,128,52.41,74.11
F000000F6R,137,41,28,35.68,46.77,67.06
F000000JV4,137,41,28,35.68,46.77,67.06
F000010B5W,137,41,28,35.68,46.77,67.06
F0000139KC,65,17,24,\u2014,54.75,73.51
F0000139KE,65,17,24,\u2014,54.75,73.51
F0000139KD,65,17,24,\u2014,54.75,73.51
F0000139KF,65,17,24,\u2014,54.75,73.51
F0000000K1,47,13,44,10.4,67.26,88.24
F000000JV5,47,13,44,10.4,67.26,88.24
F0000000K2,47,13,44,10.4,67.26,88.24
F00000W7F4,47,13,44,10.4,67.26,88.24
F00000VW7T,47,13,44,10.4,67.26,88.24
F00000WEDC,47,13,44,10.4,67.26,88.24
F00000P8AJ,47,13,44,10.4,67.26,88.24
F00000UQKS,74,14,25,\u2014,48.21,68.41
F00000U3S4,74,14,25,\u2014,48.21,68.41
F0000000K4,51,20,43,-52.77,65.16,85.33
F000000JV6,51,20,43,-52.77,65.16,85.33
F0000000K6,51,20,43,-52.77,65.16,85.33
F00000O26J,51,20,43,-52.77,65.16,85.33
F00000QIXJ,51,20,43,-52.77,65.16,85.33
F00000ZEAH,51,20,43,-52.77,65.16,85.33
F00000PWRH,36,36,51,42.67,65.96,85.56
F00000PWRI,36,36,51,42.67,65.96,85.56
F00000PWRK,36,36,51,42.67,65.96,85.56
F00000W7F5,36,36,51,42.67,65.96,85.56
F00000VCZR,36,36,51,42.67,65.96,85.56
F00000V4O5,36,36,51,42.67,65.96,85.56
F00000PWRY,36,36,51,42.67,65.96,85.56
F00000JPQM,51,20,43,-52.77,65.16,85.33
F00000ZOT1,48,33,30,\u2014,52.1,74.8
F0000043SB,77,22,24,64.87,50.77,75.67
F0000043SC,77,22,24,64.87,50.77,75.67
F00000X30H,77,22,24,64.87,50.77,75.67
F00000OC95,77,22,24,64.87,50.77,75.67
FOGBR05KEJ,56,0,27,58.97,44.8,68.78
0P00006CWC,56,0,27,58.97,44.8,68.78
F00000ZHOD,56,0,27,58.97,44.8,68.78
F000013IQ0,56,0,27,58.97,44.8,68.78
F00000J84S,40,11,35,-17.69,54.23,72.22
F000002MYQ,54,41,32,-126.92,52.39,74.61
F000002MYR,54,41,32,-126.92,52.39,74.61
F000002MYS,54,41,32,-126.92,52.39,74.61
F00000ZLTS,54,41,32,-126.92,52.39,74.61
F00000W7F6,54,41,32,-126.92,52.39,74.61
F00000J84V,40,11,35,-17.69,54.23,72.22
F00000J71C,40,11,35,-17.69,54.23,72.22
F00000PAO2,40,11,35,-17.69,54.23,72.22
F0GBR04SJW,30,5,45,-1.25,59.17,85.38
FOGBR05LNS,30,5,45,-1.25,59.17,85.38
F00000PAP8,30,5,45,-1.25,59.17,85.38
F0GBR04AWZ,30,11,44,-22.39,59.71,90.75
F00000Q7RF,30,11,44,-22.39,59.71,90.75
F00000HH48,30,11,44,-22.39,59.71,90.75
F000001VR4,30,11,44,-22.39,59.71,90.75
F0GBR052CJ,45,1,35,49.78,57.65,75.64
F0GBR052CK,45,1,35,49.78,57.65,75.64
F000001GEN,35,1,36,\u2014,54.03,74.91
F000001XHP,35,1,36,\u2014,54.03,74.91
F00000XH8D,35,1,36,\u2014,54.03,74.91
F000001GEQ,35,1,36,\u2014,54.03,74.91
F000000LQ3,45,26,38,\u2014,64.75,80.85
F000001XHM,45,26,38,\u2014,64.75,80.85
F00000XH8E,45,26,38,\u2014,64.75,80.85
F000000LQ4,45,26,38,\u2014,64.75,80.85
F000001XHN,45,26,38,\u2014,64.75,80.85
F0000100W5,54,8,23,\u2014,49.71,76.66
F00000Q20H,47,9,34,\u2014,59.98,79.83
F0000100W9,47,9,34,\u2014,59.98,79.83
F00000LYE7,59,1,30,123.24,58.56,78.69
F00000PC3C,59,1,30,123.24,58.56,78.69
F00000LYE8,59,1,30,123.24,58.56,78.69
F00000LYE9,59,1,30,123.24,58.56,78.69
F00000ZZS6,55,1,44,\u2014,75.72,88.67
F00000ZZS7,55,1,44,\u2014,75.72,88.67
F00000JRPL,51,1,45,140.42,62.23,82.51
F00000PC3E,51,1,45,140.42,62.23,82.51
F00000QG19,51,1,45,140.42,62.23,82.51
F00000PC3F,51,1,45,140.42,62.23,82.51
F00000VJPH,54,41,32,-126.92,52.39,74.61
F00000SYCN,54,41,32,-126.92,52.39,74.61
F00000OY8C,44,12,48,60.04,51.77,74.82
F00000OY8D,44,12,48,60.04,51.77,74.82
F00000LKRF,43,2,53,\u2014,56.43,79.81
F00000PXNQ,43,2,53,\u2014,56.43,79.81
F00000WT8Z,43,2,53,\u2014,56.43,79.81
F00000LKIG,43,2,53,\u2014,56.43,79.81
F00000Y4U4,44,1,40,\u2014,54.38,80.48
F00000U5XR,44,1,40,\u2014,54.38,80.48
F00000V91N,44,1,40,\u2014,54.38,80.48
F00000Y8IA,44,1,40,\u2014,54.38,80.48
F00000N7ZW,38,15,\u2014,\u2014,55.47,82.91
F000014XX2,64,4,\u2014,421,65.94,85.87
F000003U74,64,4,\u2014,421,65.94,85.87
F0GBR04INV,64,4,\u2014,421,65.94,85.87
F0GBR04RUS,30,7,44,14.17,59.43,85.51
F0000045EX,30,7,44,14.17,59.43,85.51
F000000216,30,7,44,14.17,59.43,85.51
F000000NTM,48,39,31,145.42,59.41,79.16
F00000OPVB,48,39,31,145.42,59.41,79.16
F000000NTL,48,39,31,145.42,59.41,79.16
F0GBR04RYO,42,29,36,182.92,50.6,69.49
F00000OPTJ,42,29,36,182.92,50.6,69.49
F0GBR04RYM,42,29,36,182.92,50.6,69.49
F000002KQ5,46,1,\u2014,71.72,55.86,73.6
F00000Q8S8,46,1,\u2014,71.72,55.86,73.6
F00000OPTK,46,1,\u2014,71.72,55.86,73.6
F000002KQ6,46,1,\u2014,71.72,55.86,73.6
F00000WCNE,42,28,49,\u2014,62.11,80.09
F00000WCNF,42,28,49,\u2014,62.11,80.09
F00000WCND,42,28,49,\u2014,62.11,80.09
F00000VF5A,205,46,27,\u2014,46.6,70.23
F00000XKW9,205,46,27,\u2014,46.6,70.23
F00000W9RL,32,5,49,\u2014,99.99,99.99
F00000W9RN,32,5,49,\u2014,99.99,99.99
F000014J0X,32,5,49,\u2014,99.99,99.99
F0GBR04EAC,50,12,39,27.25,62.88,83.39
F00000P8DK,50,12,39,27.25,62.88,83.39
F0000000QC,61,2,27,52.07,49.52,70.44
F0GBR04FJH,61,2,27,52.07,49.52,70.44
F0000000QF,46,0,32,42.13,44.04,67.99
F0GBR04JU9,46,0,32,42.13,44.04,67.99
F0GBR04S2B,71,0,29,128.52,46.58,72.02
F00000P7E5,48,6,39,100,46.35,69.85
F0GBR04SH0,132,1,29,105.8,48.7,71.14
F0GBR04SKV,132,1,29,105.8,48.7,71.14
F0GBR05WSI,183,8,21,69.55,44.79,66.9
F000002JXQ,183,8,21,69.55,44.79,66.9
F0GBR04SGT,175,8,19,119.08,44.11,65.37
F0GBR06K35,175,8,19,119.08,44.11,65.37
F000010098,44,12,48,60.04,51.77,74.82
F00000ZBNA,0,19,96,\u2014,55.6,76.91
F0GBR04HX0,43,219,41,234.16,51.94,71.23
F00000MJWQ,56,93,\u2014,192.79,50.67,70.64
F00000MJXW,56,93,\u2014,192.79,50.67,70.64
F0GBR04BX9,175,8,19,119.08,44.11,65.37
F0GBR04B7Z,34,3,38,231.47,48.5,74.48
F0GBR04B82,34,3,38,231.47,48.5,74.48
F0GBR04LG2,50,8,34,258.91,44.48,67.97
F0GBR04NOG,50,8,34,258.91,44.48,67.97
F00000MMM4,56,93,\u2014,192.79,50.67,70.64
F00000MJWS,56,93,\u2014,192.79,50.67,70.64
F00000MJXX,56,93,\u2014,192.79,50.67,70.64
F00000V61B,56,93,\u2014,192.79,50.67,70.64
F00000PFEI,128,138,\u2014,289,60.25,80.73
F00000PFEJ,128,138,\u2014,289,60.25,80.73
F00000P992,128,138,\u2014,289,60.25,80.73
F00000O55W,128,138,\u2014,289,60.25,80.73
F00000O577,128,138,\u2014,289,60.25,80.73
F00001154P,257,73,14,\u2014,40.24,63.65
F000002FCS,41,218,27,-19.56,59.5,81.07
F00000WRG9,460,702,18,44.92,45.03,69.03
F00000286Y,460,702,18,\u2014,45.03,69.03
F00000286Z,460,702,18,44.92,45.03,69.03
F000002HT1,460,702,18,44.92,45.03,69.03
F00000T54P,460,702,18,44.92,45.03,69.03
F00000Y9WD,417,103,22,\u2014,52.74,73.59
F00000Y60D,417,103,22,\u2014,52.74,73.59
F00000Y9WE,417,103,22,\u2014,52.74,73.59
F00000Y9WF,417,103,22,\u2014,52.74,73.59
F00000Y9WG,417,103,22,\u2014,52.74,73.59
F00000Y9WH,417,103,22,\u2014,52.74,73.59
F00000286V,119,99,35,74.69,45.67,67.75
F00000286W,119,99,35,74.69,45.67,67.75
F000003U94,119,99,35,74.69,45.67,67.75
F00000T54K,119,99,35,74.69,45.67,67.75
F000010SV4,46,15,34,\u2014,92.24,100
F00000OYDI,46,15,34,\u2014,92.24,100
F00000W0TN,46,15,34,\u2014,92.24,100
F00000Y4U5,45,1,39,\u2014,56.06,74.92
F00000OLO9,45,1,39,\u2014,56.06,74.92
F00000YM5P,45,1,39,\u2014,56.06,74.92
F00000VXPM,45,1,39,\u2014,56.06,74.92
F00000YM5R,45,1,39,\u2014,56.06,74.92
F00000LOWI,43,2,53,\u2014,56.43,79.81
F0GBR063QR,51,99,50,37.13,100,100
F0GBR064G3,51,99,50,37.13,100,100
F0GBR04LG0,53,8,27,69.82,45.65,67.76
F0GBR04NOI,53,8,27,69.82,45.65,67.76
F00000LI6I,51,3,40,61.98,47,68.99
F00000ZS1K,78,21,21,-2.41,77.32,89.46
F00000ZG9Q,78,21,21,-2.41,77.32,89.46
F00000ZGDQ,35,32,47,1.4,63.35,83.63
F000003UW0,25,22,42,26.31,52.22,75.27
F00000JUGK,25,22,42,26.31,52.22,75.27
F0GBR04KNB,35,26,48,8.56,61.89,91.78
F00000YIFK,35,26,48,8.56,61.89,91.78
F00000QK99,35,26,48,8.56,61.89,91.78
F00000YFOR,40,20,35,\u2014,64.31,87.45
F00000YFOV,40,20,35,\u2014,64.31,87.45
F00000OXUQ,43,28,42,66.13,75.26,97.24
F00000YIFV,43,28,42,66.13,75.26,97.24
F00000XCZ6,455,21,21,\u2014,47.02,69.21
F0GBR04RTP,37,9,48,435.44,59.18,81.68
F00000MJPO,37,9,48,435.44,59.18,81.68
F00000WNYS,37,9,48,435.44,59.18,81.68
F00000MEQ8,42,7,39,\u2014,58.51,79.83
F00000MEQK,42,7,39,\u2014,58.51,79.83
F00000WNYT,42,7,39,\u2014,58.51,79.83
F0GBR04K8B,52,13,43,253.94,67.02,88.94
F00000GWFO,52,13,43,253.94,67.02,88.94
F00000QQRN,52,13,43,253.94,67.02,88.94
F00000QQRM,52,13,43,253.94,67.02,88.94
F00000VQY5,52,13,43,253.94,67.02,88.94
F0GBR05Z1J,55,29,42,174.85,66.18,86.98
0P0000VV42,55,29,42,174.85,66.18,86.98
F000002K15,55,29,42,174.85,66.18,86.98
0P0001HDB3,55,29,42,174.85,66.18,86.98
F00000PLS1,55,29,42,174.85,66.18,86.98
F0GBR04ANX,45,14,\u2014,211.43,59.34,80.96
0P0000VHKG,45,14,\u2014,211.43,59.34,80.96
F000000ECE,45,14,\u2014,211.43,59.34,80.96
0P0000X6Y2,45,14,\u2014,211.43,59.34,80.96
F0000020RR,45,14,\u2014,211.43,59.34,80.96
F00000LLTT,40,42,37,158.96,57.7,78.5
0P0001IY5M,40,42,37,158.96,57.7,78.5
F00000LX1G,40,42,37,158.96,57.7,78.5
0P0001HDB4,40,42,37,158.96,57.7,78.5
F00000VQ88,40,42,37,158.96,57.7,78.5
0P0001IY5K,40,42,37,158.96,57.7,78.5
F0GBR068QC,47,18,41,170.18,63.74,84.19
0P0000VHKJ,47,18,41,170.18,63.74,84.19
F0000020UI,47,18,41,170.18,63.74,84.19
0P0000X6Y3,47,18,41,170.18,63.74,84.19
F00000M85C,47,18,41,170.18,63.74,84.19
0P0000VHKL,47,18,41,170.18,63.74,84.19
F0GBR04APF,47,38,42,172.62,63.79,84.08
0P0000W7OO,47,38,42,172.62,63.79,84.08
F000000ECF,47,38,42,172.62,63.79,84.08
0P0000VHKN,47,38,42,172.62,63.79,84.08
F00000LI6K,51,3,40,61.98,47,68.99
F00000V95O,52,7,27,107.18,53.7,72.95
F000001FSF,52,7,27,107.18,53.7,72.95
F000001FSG,52,7,27,107.18,53.7,72.95
F000001FSH,52,7,27,107.18,53.7,72.95
F0000020RZ,47,38,42,172.62,63.79,84.08
F0GBR04F7W,49,22,36,192.35,61.39,83.11
0P0000VHKP,49,22,36,192.35,61.39,83.11
F000000ECJ,49,22,36,192.35,61.39,83.11
0P0000X6Y4,49,22,36,192.35,61.39,83.11
F00000ZSGN,52,7,27,107.18,53.7,72.95
F0GBR04B7V,40,3,56,62.35,62.19,86.24
F0GBR04B84,40,3,56,62.35,62.19,86.24
F000002JGN,50,8,34,75.02,44.56,67.96
F000002JGK,48,3,40,80.51,50.12,71.99
F000002JGM,48,3,40,80.51,50.12,71.99
F0GBR04BB5,38,4,48,82.92,64.65,86.7
F0GBR05ZT6,38,4,48,82.92,64.65,86.7
F0GBR04BB7,38,4,48,82.92,64.65,86.7
F0GBR04RN2,45,3,39,11.6,57.92,80.91
F0GBR04RN4,45,3,39,11.6,57.92,80.91
F00000VKPB,40,3,40,\u2014,56.45,83.12
F0000104DE,40,3,40,\u2014,56.45,83.12
F00000VKPC,40,3,40,\u2014,56.45,83.12
F00000YP4W,40,3,40,\u2014,56.45,83.12
F000005ETU,98,7,18,56.15,63.59,80.03
F00000QHNI,98,7,18,56.15,63.59,80.03
F00000VU2Y,98,7,18,56.15,63.59,80.03
F0GBR04CQI,85,4,44,40.98,61.06,85.06
F0GBR04RVH,85,4,44,40.98,61.06,85.06
F00000QHNK,85,4,44,40.98,61.06,85.06
F00000VU2X,85,4,44,40.98,61.06,85.06
F00000PPYP,85,4,44,40.98,61.06,85.06
F00000WBSY,85,4,44,40.98,61.06,85.06
F00000QHNM,86,7,18,658.83,62.01,76.75
F00000QHNO,86,7,18,658.83,62.01,76.75
F00000QHNQ,86,7,18,658.83,62.01,76.75
F00000QHNT,86,7,18,658.83,62.01,76.75
F00000QHNW,86,7,18,658.83,62.01,76.75
F00000XDKD,54,3,36,\u2014,53.5,75.35
F000002RCJ,44,1,29,132,54.78,75.89
F000011982,46,29,29,\u2014,63.95,85.41
F00000WMDY,46,29,29,\u2014,63.95,85.41
F00000Z4A8,49,32,43,49.44,51.32,80.78
F00000ZGCY,44,23,36,-38.75,60.57,85.12
F0000020RS,49,22,36,192.35,61.39,83.11
F0GBR053BM,46,20,35,140.93,56.45,76.74
0P0000VHKV,46,20,35,140.93,56.45,76.74
0P00000AWF,46,20,35,140.93,56.45,76.74
F0000020S4,46,20,35,140.93,56.45,76.74
0P000102QC,44,9,36,99.86,40.17,62.38
F00000PXEW,44,9,36,99.86,40.17,62.38
0P000102QJ,44,9,36,99.86,40.17,62.38
F00000PXHI,44,7,35,99.39,40.72,63.79
F00000VSR7,44,7,35,99.39,40.72,63.79
F00000PXHK,44,7,35,99.39,40.72,63.79
F00000PXHM,44,7,35,99.39,40.72,63.79
F00000SJ0A,29,6,54,95.8,100,100
F00000SJ08,29,6,54,95.8,100,100
F00000SJ07,29,6,54,95.8,100,100
F000000L7N,73,8,28,100.01,48.48,70.23
0P0000SVU6,73,8,28,100.01,48.48,70.23
0P0000SMJS,73,8,28,100.01,48.48,70.23
F00000P9NI,73,8,28,100.01,48.48,70.23
F000000L6M,73,8,28,100.01,48.48,70.23
F000000L7P,73,8,28,100.01,48.48,70.23
F000000L7O,73,8,28,100.01,48.48,70.23
F00000PXHO,34,5,42,96.74,50.69,72.69
0P0000YWT8,34,5,42,96.74,50.69,72.69
F00000PXHR,34,5,42,96.74,50.69,72.69
F00001457X,92,29,24,96.5,43,67.51
F000014763,92,29,24,96.5,43,67.51
F0GBR04H9M,66,11,31,100.65,52.99,71.76
F0GBR04V8B,66,11,31,100.65,52.99,71.76
0P00011V1D,66,11,31,100.65,52.99,71.76
F0GBR04V83,66,11,31,100.65,52.99,71.76
F00000OYPS,47,3,35,213,44.05,68.19
F0GBR04RPX,47,3,35,213,44.05,68.19
F0GBR06I50,47,3,35,213,44.05,68.19
F00000OTTF,47,3,35,213,44.05,68.19
F0GBR04G0H,69,0,28,238.5,48.69,69.72
F00000NAZF,69,0,28,238.5,48.69,69.72
F0GBR052TR,69,0,28,238.5,48.69,69.72
F00000ZQV8,69,0,28,238.5,48.69,69.72
F0GBR052TQ,69,0,28,238.5,48.69,69.72
F0GBR052TS,69,0,28,238.5,48.69,69.72
F00000XVMZ,58,1,35,\u2014,46.45,68.14
F000001APK,33,2,60,88.35,59.88,82.67
F000001APJ,33,2,60,88.35,59.88,82.67
F0GBR054PS,66,7,\u2014,14.77,53.6,75.13
F0GBR054PT,66,7,\u2014,14.77,53.6,75.13
F0GBR054PR,66,7,\u2014,14.77,53.6,75.13
F0GBR054PV,66,7,\u2014,14.77,53.6,75.13
F0GBR054PW,66,7,\u2014,14.77,53.6,75.13
F0GBR054PU,66,7,\u2014,14.77,53.6,75.13
F00000Y4H0,58,19,46,\u2014,60,82.69
F00000W0YB,32,9,50,\u2014,56.06,77.03
F00000W0K7,32,9,50,\u2014,56.06,77.03
F00000W0YG,32,9,50,\u2014,56.06,77.03
F00000W0YC,32,9,50,\u2014,56.06,77.03
0P0000XAR5,46,20,35,140.93,56.45,76.74
0P0000XAR6,46,20,35,140.93,56.45,76.74
F00000Q4BB,46,20,35,140.93,56.45,76.74
F0000021YV,35,2,55,73.73,66.13,93.52
F0000021YX,35,2,55,73.73,66.13,93.52
F00000W0YD,32,9,50,\u2014,56.06,77.03
F00000W0YH,32,9,50,\u2014,56.06,77.03
F00000W0YF,32,9,50,\u2014,56.06,77.03
F00000W0YJ,32,9,50,\u2014,56.06,77.03
F0GBR053WS,31,0,51,0.66,79.53,93.35
F0000021YW,35,2,55,73.73,66.13,93.52
F000000IK5,137,21,45,-102.72,62.14,78.39
F0000045M3,137,21,45,-102.72,62.14,78.39
F00000T5QL,137,21,45,-102.72,62.14,78.39
F00000V4Q4,194,8,\u2014,\u2014,52,73.85
F00000V4Q5,194,8,\u2014,\u2014,52,73.85
F00000V4Q6,194,8,\u2014,\u2014,52,73.85
F00000GXE3,82,24,44,4.12,100,100
F00000GXE7,82,24,44,4.12,100,100
F00001044P,82,24,44,4.12,100,100
F00000TFZM,54,4,25,82.86,55.87,78.91
F00000QL4P,54,4,25,82.86,55.87,78.91
F0GBR04RSV,23,5,56,60.65,66.57,87.38
F00000ITDV,23,5,56,60.65,66.57,87.38
F0GBR04CIV,23,5,56,60.65,66.57,87.38
F00000WWW9,346,27,22,\u2014,45.59,68.6
F00000WWWA,346,27,22,\u2014,45.59,68.6
0P00017K1R,346,27,22,\u2014,45.59,68.6
F000005NTS,80,45,27,92.13,42.79,65.41
F00000PXHD,32,5,46,100.09,45.03,68.45
F00000PXHF,32,5,46,100.09,45.03,68.45
F00000PXHH,32,5,46,100.09,45.03,68.45
F0GBR04DZU,40,7,42,100.11,46.78,73.01
F00000VSR9,40,7,42,100.11,46.78,73.01
F0GBR04N2J,40,7,42,100.11,46.78,73.01
F0GBR04N4G,40,7,42,100.11,46.78,73.01
F0GBR04BRT,79,7,30,99.94,42.86,64.33
F0GBR04N2F,79,7,30,99.94,42.86,64.33
0P00011V5S,79,7,30,99.94,42.86,64.33
F0GBR04IGH,79,7,30,99.94,42.86,64.33
F0GBR04N4E,79,7,30,99.94,42.86,64.33
F00000PXES,44,9,36,99.86,40.17,62.38
0P0001JN0I,44,9,36,99.86,40.17,62.38
F00000PXER,44,9,36,99.86,40.17,62.38
F00000PXEU,44,9,36,99.86,40.17,62.38
0P00000SFE,31,0,51,0.66,79.53,93.35
0P0000G7ST,31,0,51,0.66,79.53,93.35
0P00000I60,31,0,51,0.66,79.53,93.35
F000001ULV,54,10,37,169.79,59.34,87.5
F00000WZG7,54,10,37,169.79,59.34,87.5
F00000VMS4,0,14,100,\u2014,46.32,70.72
F00000Z64T,237,2,24,\u2014,46,67.33
F00000XCJP,237,2,24,\u2014,46,67.33
F00000XCJU,457,5,10,\u2014,50.89,70.39
F000015HGL,27,1,51,\u2014,58.77,86.4
F000015HGM,27,1,51,\u2014,58.77,86.4
F00000YXCO,49,3,34,\u2014,63.07,84.44
F00000YXCN,49,3,34,\u2014,63.07,84.44
F00000YXCQ,49,3,34,\u2014,63.07,84.44
F00000YXCP,49,3,34,\u2014,63.07,84.44
F00000YXCI,34,2,45,\u2014,65.35,89.23
F00000YXCH,34,2,45,\u2014,65.35,89.23
F00000YXCL,34,2,45,\u2014,65.35,89.23
F0000044CN,53,73,39,1.78,52.86,76.43
F00000VCDH,53,73,39,1.78,52.86,76.43
F00000JNRB,128,90,26,158.22,62.42,82.2
F00000JNRC,128,90,26,158.22,62.42,82.2
F00000VCEX,128,90,26,158.22,62.42,82.2
F00000MU3M,42,1,34,16.6,44.27,64.61
F00000LWJO,42,1,33,16.6,44.27,64.61
F00000QL6S,42,1,34,16.6,44.27,64.61
F0GBR04N5Q,29,1,61,59.93,71.53,88.57
0P00000IZO,29,1,61,59.93,71.53,88.57
F00000OM8B,45,1,33,14.38,47.86,72.76
0P0001GBED,45,1,33,14.38,47.86,72.76
0P0001ESA3,45,1,33,14.38,47.86,72.76
F0GBR04TV9,33,1,38,22.9,57.36,75.55
0P00000J08,33,1,38,22.9,57.36,75.55
0P00000K88,33,1,38,22.9,57.36,75.55
F00000ZPT3,36,1,48,\u2014,65.09,83.44
F00000ZVX8,36,1,48,\u2014,65.09,83.44
F0GBR06A4M,179,56,19,199.72,60.63,85.35
F00000ZW92,179,56,19,199.72,60.63,85.35
F0GBR06W8Z,161,40,21,191.21,57.84,84.89
F00000ZW98,161,40,21,191.21,57.84,84.89
F00000ZW97,161,40,21,191.21,57.84,84.89
F00000SKYU,161,40,21,191.21,57.84,84.89
F00000YCWM,179,56,19,199.72,60.63,85.35
F000002DRM,179,56,19,199.72,60.63,85.35
F00000ZN4Z,179,56,19,199.72,60.63,85.35
F00000YCY2,87,38,19,265.84,61.71,81.74
F00000ZR8G,87,38,19,265.84,61.71,81.74
F0GBR05S8O,"1,291",22,\u2014,-0.42,55.02,74.25
F0GBR06140,"1,291",22,\u2014,-0.42,55.02,74.25
F0GBR0573O,"1,291",22,\u2014,-0.42,55.02,74.25
F0000023MU,172,9,\u2014,29.21,55.61,76.05
F000002J9J,172,9,\u2014,29.21,55.61,76.05
F0000023MS,172,9,\u2014,29.21,55.61,76.05
F00000SJXW,68,17,31,105.33,70.68,87.28
F00000SJXX,50,5,44,142.93,55.54,78.06
F000000ITQ,70,13,31,242.82,53.7,77.05
F0000107PE,70,13,31,242.82,53.7,77.05
F00000WNYB,51,6,36,\u2014,58.88,81.46
F0GBR052FV,147,10,22,260.33,47.82,68.33
F0GBR05SLX,147,10,22,260.33,47.82,68.33
F00000PBLO,35,48,52,-10.99,76.44,93.08
F000001A8A,48,17,28,68.87,57.86,78.37
F00000OQRQ,23,1,46,118.01,84.48,100
F00000NMLN,23,1,46,118.01,84.48,100
F00000VWZ1,23,1,46,118.01,84.48,100
F0000001N2,93,3,27,6.75,47.04,67.8
