SecId,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent
F00000OBQP,16.9,2.77,1.58,14.63,2.62,8.77,-5.87,-4.99,5.81,1.41
F00000OBQO,16.9,2.77,1.58,14.63,2.62,8.77,-5.87,-4.99,5.81,1.41
F00000ZWX7,11.33,1.35,1.16,6.48,3.77,6.35,-13.44,-5.84,0.4,-0.99
F000010DEF,11.33,1.35,1.16,6.48,3.77,6.35,-13.44,-5.84,0.4,-0.99
F00000O8FZ,15.96,1.97,1.19,12.2,2.38,10.26,-11.49,-3.34,8.18,-0.58
F0GBR06KJM,15.96,1.97,1.19,12.2,2.38,10.26,-11.49,-3.34,8.18,-0.58
F0GBR06THP,15.96,1.97,1.19,12.2,2.38,10.26,-11.49,-3.34,8.18,-0.58
F00000JVU0,15.96,1.97,1.19,12.2,2.38,10.26,-11.49,-3.34,8.18,-0.58
F00000JVTV,15.96,1.97,1.19,12.2,2.38,10.26,-11.49,-3.34,8.18,-0.58
F0GBR04OC1,16.88,1.69,1.19,8.97,1.51,25.31,-10.97,-4.82,18.92,-2.28
F000003VYC,16.88,1.69,1.19,8.97,1.51,25.31,-10.97,-4.82,18.92,-2.28
F00000YQH5,16.88,1.69,1.19,8.97,1.51,25.31,-10.97,-4.82,18.92,-2.28
F00000YQH6,16.88,1.69,1.19,8.97,1.51,25.31,-10.97,-4.82,18.92,-2.28
F00000YQH7,16.88,1.69,1.19,8.97,1.51,25.31,-10.97,-4.82,18.92,-2.28
F0GBR04OCB,11.13,1.13,0.7,5.97,3.26,11.21,-2.95,-4.16,6.88,-1.04
F000003VYM,11.13,1.13,0.7,5.97,3.26,11.21,-2.95,-4.16,6.88,-1.04
F00000YQH8,11.13,1.13,0.7,5.97,3.26,11.21,-2.95,-4.16,6.88,-1.04
F00000YQH9,11.13,1.13,0.7,5.97,3.26,11.21,-2.95,-4.16,6.88,-1.04
F00000YQHA,11.13,1.13,0.7,5.97,3.26,11.21,-2.95,-4.16,6.88,-1.04
F0GBR04OC5,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11
F000003VYU,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11
F000003VYG,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11
F00000YQHD,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11
F00000YQHE,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11
F00000YQHF,13.86,1.73,1.26,7.95,2.95,14.73,-5.35,-7.58,4.44,-3.11
F0GBR05B96,14.04,1.51,1.3,8.66,2.98,15.98,-7.27,-8.22,-2.41,-2.49
F0GBR04UN1,14.04,1.51,1.3,8.66,2.98,15.98,-7.27,-8.22,-2.41,-2.49
F0GBR06I25,14.04,1.51,1.3,8.66,2.98,15.98,-7.27,-8.22,-2.41,-2.49
F00000YQJW,14.04,1.51,1.3,8.66,2.98,15.98,-7.27,-8.22,-2.41,-2.49
F0GBR04OC3,14.44,1.55,1.27,8.74,2.75,15.9,-8.8,-8.03,-0.11,-2.87
F00000OTTN,16.28,2.39,1.84,14.09,2.04,12.49,-7.32,-8.54,-4.13,-1.33
F000001U4X,16.28,2.39,1.84,14.09,2.04,12.49,-7.32,-8.54,-4.13,-1.33
F00000OYV1,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78
F0GBR06JTX,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78
F0GBR068AV,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78
F00000YQJX,14.44,1.55,1.27,8.74,2.75,15.9,-8.8,-8.03,-0.11,-2.87
F0GBR05B97,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53
F0GBR04OC9,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53
F0GBR06HYX,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53
F000003VYO,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53
F00000OTTJ,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78
F000002YI4,13.52,1.68,1.41,10.71,2.92,10.37,-5.81,-5.68,-3.27,0.78
F00000OYVM,21.23,4.33,2.38,19.18,1.82,10.05,-7.13,-6.3,1.76,2.55
F0GBR06I18,21.23,4.33,2.38,19.18,1.82,10.05,-7.13,-6.3,1.76,2.55
F0GBR068AX,21.23,4.33,2.38,19.18,1.82,10.05,-7.13,-6.3,1.76,2.55
F00000OTTW,21.23,4.33,2.38,19.18,1.82,10.05,-7.13,-6.3,1.76,2.55
F00000Q5MF,11.65,1.19,0.93,5.72,1.39,12.78,2.86,-8.26,1.14,-4.8
F00000Q2JI,11.65,1.19,0.93,5.72,1.39,12.78,2.86,-8.26,1.14,-4.8
F00000Q2JH,11.65,1.19,0.93,5.72,1.39,12.78,2.86,-8.26,1.14,-4.8
F00000QLHW,11.65,1.19,0.93,5.72,1.39,12.78,2.86,-8.26,1.14,-4.8
F00000QCPX,11.65,1.19,0.93,5.72,1.39,12.78,2.86,-8.26,1.14,-4.8
F00000XIZ6,14.16,1.75,1.5,9.77,2.52,11.64,-8.08,-8.21,-0.06,-2.59
F0000008TC,14.16,1.75,1.5,9.77,2.52,11.64,-8.08,-8.21,-0.06,-2.59
F000002IQX,22.82,3.23,3.56,21.4,1.66,9.07,-1.63,1.6,3.65,7.54
F00000ZLKE,27.33,5.14,4.18,22.61,1.22,15.61,-6,-3.85,17.02,7.25
F00000PZ8X,20.52,2.94,1.97,12.96,1.24,7.62,4.62,3.39,11.43,0.04
F00000WN52,11.53,1.51,0.76,5.36,1.7,8.03,-17.33,-6.9,16.19,-9.59
F00000WN53,11.53,1.51,0.76,5.36,1.7,8.03,-17.33,-6.9,16.19,-9.59
FOGBR05K77,13.97,1.74,1.22,8.75,2.53,10.85,-6.81,-6.87,5.99,-2.92
F0GBR04V97,16.64,1.86,1.14,10.83,1.45,10.74,-11.07,-6.83,12.09,-6.09
F0GBR04V7X,10.87,1.09,0.87,6.23,2.31,12.45,-8.7,-7.96,0.62,-2.96
F00000P7PQ,15.5,1.88,1.75,10.89,1.81,9.58,1.01,-5.22,8.22,-1.74
F000000ET6,15.5,1.88,1.75,10.89,1.81,9.58,1.01,-5.22,8.22,-1.74
F000003U7T,13.35,1.53,1.12,9.17,1.75,12.2,-10.74,-12.72,0.74,-7.15
F0000002T2,13.35,1.53,1.12,9.17,1.75,12.2,-10.74,-12.72,0.74,-7.15
F000003VCR,13.4,1.46,1.05,7.04,1.56,12.92,-20.56,-11.15,0.8,-6.49
F00000M88P,17.59,2.69,2.43,17.2,1.35,11.65,-3.81,-10.78,-11.1,-0.88
F00000M88R,17.59,2.69,2.43,17.2,1.35,11.65,-3.81,-10.78,-11.1,-0.88
F00000OKC5,14.45,1.85,1.59,10.63,3.55,9.39,-1.38,-7.22,-1.26,-0.97
F00000T39K,13.12,1.31,0.74,7.47,2.01,8.39,-15.17,-6.3,16.32,-1.58
F000001AU3,13.12,1.31,0.74,7.47,2.01,8.39,-15.17,-6.3,16.32,-1.58
F0GBR04S1J,14.02,1.79,1.57,10.25,2.41,13.35,-9,-8.2,-0.07,-2.73
F00000SRPL,14.02,1.79,1.57,10.25,2.41,13.35,-9,-8.2,-0.07,-2.73
F0GBR04G9X,15.06,1.93,1.53,10.92,2.49,10.04,-7.56,-7.41,-1.16,-0.99
F00000QS9T,14.46,1.82,1.59,10.66,3.54,10.03,-1.44,-6.84,-1.15,-0.96
F00000YQJY,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53
F00000YQJZ,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53
F00000YQK0,13.75,1.93,1.25,7.56,2.99,13.98,-2.45,-7.06,5.28,-3.53
F0GBR04UML,13.81,1.74,1.05,10.15,2.78,9.98,-7.15,-5.56,2.77,-1.29
F00000VDJW,13.81,1.74,1.05,10.15,2.78,9.98,-7.15,-5.56,2.77,-1.29
F00000P0VM,12.98,1.21,0.9,6.67,2.27,9,-3.35,-8.13,3.19,-4.66
F0GBR04DEY,22.04,2.39,1.73,13.09,0.77,21.46,5.46,-0.19,11.01,3.27
F000005F1I,22.04,2.39,1.73,13.09,0.77,21.46,5.46,-0.19,11.01,3.27
F00000SVGS,22.04,2.39,1.73,13.09,0.77,21.46,5.46,-0.19,11.01,3.27
F00000P0VD,22.04,2.39,1.73,13.09,0.77,21.46,5.46,-0.19,11.01,3.27
F00000OJM3,13.65,1.72,1.54,9.45,2.76,11.5,-6.82,-8.54,-2.1,-2.41
F00000OJM4,13.65,1.72,1.54,9.45,2.76,11.5,-6.82,-8.54,-2.1,-2.41
F00000P25J,13.65,1.72,1.54,9.45,2.76,11.5,-6.82,-8.54,-2.1,-2.41
F00000OJM5,13.65,1.72,1.54,9.45,2.76,11.5,-6.82,-8.54,-2.1,-2.41
F00000QJ55,14.15,1.75,1.52,9.82,2.55,11.66,-8.06,-8.12,-0.46,-2.39
F00000QJ56,14.15,1.75,1.52,9.82,2.55,11.66,-8.06,-8.12,-0.46,-2.39
F00000QJ57,14.15,1.75,1.52,9.82,2.55,11.66,-8.06,-8.12,-0.46,-2.39
F00000QJ59,14.15,1.75,1.52,9.82,2.55,11.66,-8.06,-8.12,-0.46,-2.39
F00000OJM6,17.74,1.95,1.38,12.53,1.48,12.88,-10.91,-6.09,10.42,-2.38
F00000OJM7,17.74,1.95,1.38,12.53,1.48,12.88,-10.91,-6.09,10.42,-2.38
F00000P25K,17.74,1.95,1.38,12.53,1.48,12.88,-10.91,-6.09,10.42,-2.38
F00000OJM8,17.74,1.95,1.38,12.53,1.48,12.88,-10.91,-6.09,10.42,-2.38
F00000JWFU,14.18,1.75,1.5,9.78,2.52,11.64,-7.99,-8.16,-0.18,-2.62
F00000OJS3,14.18,1.75,1.5,9.78,2.52,11.64,-7.99,-8.16,-0.18,-2.62
F00000UEXJ,14.18,1.75,1.5,9.78,2.52,11.64,-7.99,-8.16,-0.18,-2.62
F0GBR06K5N,14.18,1.75,1.5,9.78,2.52,11.64,-7.99,-8.16,-0.18,-2.62
F00000NOT6,14.18,1.75,1.5,9.78,2.52,11.64,-7.99,-8.16,-0.18,-2.62
F00000YXWR,13.34,1.69,1.5,9.28,2.89,11.26,-4.96,-8.25,-3.43,-2.44
F0GBR05KL3,13.34,1.69,1.5,9.28,2.89,11.26,-4.96,-8.25,-3.43,-2.44
F00000NU98,13.34,1.69,1.5,9.28,2.89,11.26,-4.96,-8.25,-3.43,-2.44
F0GBR057W2,13.34,1.69,1.5,9.28,2.89,11.26,-4.96,-8.25,-3.43,-2.44
F00000461J,13.66,1.4,1.02,9.35,2.2,13.59,-11.61,-5.78,-1.64,-3.05
F00000461H,13.66,1.4,1.02,9.35,2.2,13.59,-11.61,-5.78,-1.64,-3.05
F00000QK4R,13.66,1.4,1.02,9.35,2.2,13.59,-11.61,-5.78,-1.64,-3.05
F0GBR06KRP,10.27,1.15,0.68,7.32,2.69,12.74,-11.58,-9.19,-7.19,-5.29
F0GBR05RDR,10.27,1.15,0.68,7.32,2.69,12.74,-11.58,-9.19,-7.19,-5.29
F00000QK4W,10.27,1.15,0.68,7.32,2.69,12.74,-11.58,-9.19,-7.19,-5.29
F0GBR064N7,16.62,2.6,1.17,12.7,1.78,9.72,-8.26,-3.54,12.7,1.18
F0GBR064N8,16.62,2.6,1.17,12.7,1.78,9.72,-8.26,-3.54,12.7,1.18
F000014OUS,16.62,2.6,1.17,12.7,1.78,9.72,-8.26,-3.54,12.7,1.18
F00000QK4Q,16.62,2.6,1.17,12.7,1.78,9.72,-8.26,-3.54,12.7,1.18
F000002XXL,14.6,2.1,1.56,12.19,2.79,8.25,-8.02,-6.21,-3.77,-0.82
F0GBR06LR6,14.03,1.88,1.39,9.62,2.99,10.14,-7.06,-6.32,-1.54,-1.2
F0000008R6,14.03,1.88,1.39,9.62,2.99,10.14,-7.06,-6.32,-1.54,-1.2
F0GBR06IV3,14.26,1.79,1.49,10.15,2.51,11.6,-7.52,-7.69,-0.19,-2.26
F0000008UQ,14.26,1.79,1.49,10.15,2.51,11.6,-7.52,-7.69,-0.19,-2.26
F0GBR06IV2,14.26,1.79,1.49,10.15,2.51,11.6,-7.52,-7.69,-0.19,-2.26
F0GBR04NA1,17.44,2.19,1.79,15.36,1.14,11.43,-7.96,-6.68,3.05,3.43
F00000MPUP,17.44,2.19,1.79,15.36,1.14,11.43,-7.96,-6.68,3.05,3.43
F000013LAW,17.44,2.19,1.79,15.36,1.14,11.43,-7.96,-6.68,3.05,3.43
F0GBR06NY5,17.44,2.19,1.79,15.36,1.14,11.43,-7.96,-6.68,3.05,3.43
F00000THLI,12.22,1.43,1.08,8.87,2.47,12.01,-10.68,-7.75,3.44,-3.34
F000013LAX,12.22,1.43,1.08,8.87,2.47,12.01,-10.68,-7.75,3.44,-3.34
F0GBR04SB6,12.22,1.43,1.08,8.87,2.47,12.01,-10.68,-7.75,3.44,-3.34
F0GBR04DDS,19.43,2.28,1.49,13.34,0.71,12.36,4.08,-2.51,11.35,3.07
F00000V7B5,15.09,1.93,1.27,10.61,2.14,10.38,-5.38,-5.89,3.78,-1.45
F00000XQDE,22.7,3.88,3.95,19.24,1.88,10.91,-11.09,-5.57,-2.95,4.17
F00000YEFI,15.22,2.1,1.58,11.82,3.33,6.3,-7.96,-7.11,-2.58,1.43
F00000OOAS,14.06,1.51,1.3,8.67,2.98,15.98,-7.27,-8.21,-2.41,-2.48
F0GBR04CPU,14.06,1.51,1.3,8.67,2.98,15.98,-7.27,-8.21,-2.41,-2.48
F000013LB4,19.43,2.28,1.49,13.34,0.71,12.36,4.08,-2.51,11.35,3.07
F0GBR04SA6,19.43,2.28,1.49,13.34,0.71,12.36,4.08,-2.51,11.35,3.07
F0GBR04S4U,16.98,2.43,1.46,12.2,0.99,11.09,3.46,-1.71,28.52,3.38
F00000OZX9,16.98,2.43,1.46,12.2,0.99,11.09,3.46,-1.71,28.52,3.38
F00000OYE4,16.98,2.43,1.46,12.2,0.99,11.09,3.46,-1.71,28.52,3.38
F00000OOAW,16.96,1.84,1.25,10.07,1.73,14.66,-12.79,-6.41,12.5,-3.21
F0GBR04CPY,16.96,1.84,1.25,10.07,1.73,14.66,-12.79,-6.41,12.5,-3.21
F00000OOAU,14.49,1.55,1.27,8.8,2.75,15.85,-8.61,-7.96,-0.04,-2.7
F0GBR04CPQ,14.49,1.55,1.27,8.8,2.75,15.85,-8.61,-7.96,-0.04,-2.7
F00000OWP8,13.99,1.63,1.11,8.93,3.2,16.59,-0.88,-10.88,-7.31,-7.43
F0GBR04CO3,13.99,1.63,1.11,8.93,3.2,16.59,-0.88,-10.88,-7.31,-7.43
F00000OWPC,14.31,1.69,1.14,9.55,3.07,16.14,-1.35,-10.94,-7.51,-7.36
F0GBR04COB,14.31,1.69,1.14,9.55,3.07,16.14,-1.35,-10.94,-7.51,-7.36
F0GBR06SUW,14.31,1.69,1.14,9.55,3.07,16.14,-1.35,-10.94,-7.51,-7.36
F00000MA8K,14.96,1.86,1.26,11.07,1.89,12.26,-6.28,-5.65,5.1,-1.2
F00000MA8M,14.96,1.86,1.26,11.07,1.89,12.26,-6.28,-5.65,5.1,-1.2
F00000PT2X,14.96,1.86,1.26,11.07,1.89,12.26,-6.28,-5.65,5.1,-1.2
F00000XUJI,14.96,1.86,1.26,11.07,1.89,12.26,-6.28,-5.65,5.1,-1.2
F000010P2T,12.88,1.18,0.81,6.47,2.18,10.15,-7,-7.79,4.64,-4.95
F0GBR04P5V,18.85,2.06,1.64,13.67,2.69,11.43,-11.48,-5.56,-3.38,2.69
F000005F14,18.85,2.06,1.64,13.67,2.69,11.43,-11.48,-5.56,-3.38,2.69
F00000SVFV,18.85,2.06,1.64,13.67,2.69,11.43,-11.48,-5.56,-3.38,2.69
F00000P0VI,18.85,2.06,1.64,13.67,2.69,11.43,-11.48,-5.56,-3.38,2.69
F0GBR04P5W,15.16,1.92,1.31,10.41,2.28,10.91,-6.96,-6.47,-0.86,-1.95
F00000SVD5,15.16,1.92,1.31,10.41,2.28,10.91,-6.96,-6.47,-0.86,-1.95
F00000P0VF,15.16,1.92,1.31,10.41,2.28,10.91,-6.96,-6.47,-0.86,-1.95
F0GBR06IWJ,13.07,1.73,1.38,9.2,2.76,10.98,-5.34,-7.46,2.37,-2.31
F00000XAQM,13.07,1.73,1.38,9.2,2.76,10.98,-5.34,-7.46,2.37,-2.31
F00000XAQO,13.07,1.73,1.38,9.2,2.76,10.98,-5.34,-7.46,2.37,-2.31
F0000020ID,14.47,1.5,1.25,7.97,3.12,7.45,-14.45,-6.45,0.33,0.25
F0GBR04RX5,14.47,1.5,1.25,7.97,3.12,7.45,-14.45,-6.45,0.33,0.25
F00000SVE1,14.47,1.5,1.25,7.97,3.12,7.45,-14.45,-6.45,0.33,0.25
F00000P0VG,14.47,1.5,1.25,7.97,3.12,7.45,-14.45,-6.45,0.33,0.25
F0GBR04RX6,14.9,1.58,1.25,8.61,2.72,7.92,-14.25,-6.31,-0.31,-0.03
F0000020IB,14.9,1.58,1.25,8.61,2.72,7.92,-14.25,-6.31,-0.31,-0.03
F00000SVFX,14.9,1.58,1.25,8.61,2.72,7.92,-14.25,-6.31,-0.31,-0.03
F00000P0VO,14.9,1.58,1.25,8.61,2.72,7.92,-14.25,-6.31,-0.31,-0.03
F0GBR04DEW,12.98,1.21,0.9,6.67,2.27,9,-3.35,-8.13,3.19,-4.66
F0000023ND,12.98,1.21,0.9,6.67,2.27,9,-3.35,-8.13,3.19,-4.66
F00000SVGQ,12.98,1.21,0.9,6.67,2.27,9,-3.35,-8.13,3.19,-4.66
F0GBR06IE5,16.98,2.43,1.46,12.2,0.99,11.09,3.46,-1.71,28.52,3.38
F0GBR04NSQ,19.83,2.58,2.04,12.66,1.39,15.22,-0.48,-1.06,11.08,4.72
F00000OZZZ,19.83,2.58,2.04,12.66,1.39,15.22,-0.48,-1.06,11.08,4.72
F00000OV0F,19.83,2.58,2.04,12.66,1.39,15.22,-0.48,-1.06,11.08,4.72
F00000VFT7,19.83,2.58,2.04,12.66,1.39,15.22,-0.48,-1.06,11.08,4.72
F00000QQT8,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71
F00000QQT9,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71
F00000QQTA,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71
F00000QQTG,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71
F00000QQTH,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71
F00000QQTJ,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71
F00000QQTK,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71
F000010FGD,14.09,1.7,1.33,10.5,1.73,11.65,-4.38,-8.46,-6.08,-1.69
F000010FGB,14.09,1.7,1.33,10.5,1.73,11.65,-4.38,-8.46,-6.08,-1.69
F000010FGF,14.09,1.7,1.33,10.5,1.73,11.65,-4.38,-8.46,-6.08,-1.69
F000010FGH,14.09,1.7,1.33,10.5,1.73,11.65,-4.38,-8.46,-6.08,-1.69
F0000155BA,20.16,4.56,2.34,18.57,1.74,12.13,-3.1,-7.31,4.77,3.4
F00000W0W3,20.16,4.56,2.34,18.57,1.74,12.13,-3.1,-7.31,4.77,3.4
F00000MWKP,20.16,4.56,2.34,18.57,1.74,12.13,-3.1,-7.31,4.77,3.4
F00000O7XW,20.66,2.63,2.52,16.79,0.5,16.37,-9.84,-1.2,23.48,10.04
F0GBR04KD7,20.66,2.63,2.52,16.79,0.5,16.37,-9.84,-1.2,23.48,10.04
F000003WU9,20.66,2.63,2.52,16.79,0.5,16.37,-9.84,-1.2,23.48,10.04
F00000T1N5,20.66,2.63,2.52,16.79,0.5,16.37,-9.84,-1.2,23.48,10.04
F00000SJSG,20.66,2.63,2.52,16.79,0.5,16.37,-9.84,-1.2,23.48,10.04
F00000MKD7,20.62,2.67,2.06,16.6,0.76,16.69,0.35,-3.99,13.46,4.31
F0GBR04FHH,20.62,2.67,2.06,16.6,0.76,16.69,0.35,-3.99,13.46,4.31
F000003WUA,20.62,2.67,2.06,16.6,0.76,16.69,0.35,-3.99,13.46,4.31
F00000T1N9,20.62,2.67,2.06,16.6,0.76,16.69,0.35,-3.99,13.46,4.31
F00000SJSI,20.62,2.67,2.06,16.6,0.76,16.69,0.35,-3.99,13.46,4.31
F000002YCC,12.07,1.19,0.95,6.88,2.72,7.8,-4.9,-5.91,10.36,-3.03
F0000155BD,12.07,1.19,0.95,6.88,2.72,7.8,-4.9,-5.91,10.36,-3.03
F0000106XT,12.07,1.19,0.95,6.88,2.72,7.8,-4.9,-5.91,10.36,-3.03
F00000Q7VA,13.19,1.23,1.06,5.27,3.64,6.18,-13.32,-6.17,-0.73,-8.54
F00000Q7V8,13.19,1.23,1.06,5.27,3.64,6.18,-13.32,-6.17,-0.73,-8.54
F00000Q7V7,13.19,1.23,1.06,5.27,3.64,6.18,-13.32,-6.17,-0.73,-8.54
F0GBR05YZP,16.82,2.49,2.28,13.53,1.75,13.51,-7.18,-5.78,1.33,-2.35
F0GBR06I4M,12.74,1.66,1.46,9.74,2.92,13.66,-12.04,-5.64,0.41,-2.32
F0GBR04DT9,12.74,1.66,1.46,9.74,2.92,13.66,-12.04,-5.64,0.41,-2.32
F0000023NA,12.92,1.74,1.69,10.49,2.29,13,-14.88,-8.25,-4.17,-3.09
F000001X0T,12.92,1.74,1.69,10.49,2.29,13,-14.88,-8.25,-4.17,-3.09
F00000OUIO,12.92,1.74,1.69,10.49,2.29,13,-14.88,-8.25,-4.17,-3.09
F00000VYWV,12.92,1.74,1.69,10.49,2.29,13,-14.88,-8.25,-4.17,-3.09
F0GBR0521O,14.15,1.75,1.49,9.78,2.52,11.65,-8.12,-8.19,-0.06,-2.61
F00000THCU,14.15,1.75,1.49,9.78,2.52,11.65,-8.12,-8.19,-0.06,-2.61
F0GBR06LHF,14.15,1.75,1.49,9.78,2.52,11.65,-8.12,-8.19,-0.06,-2.61
F00000OUU0,14.15,1.75,1.49,9.78,2.52,11.65,-8.12,-8.19,-0.06,-2.61
F00000ZO5M,28.81,3.38,2.89,18.18,0.84,15.83,-0.98,-11.33,18.5,13.69
F00000OKGN,28.81,3.38,2.89,18.18,0.84,15.83,-0.98,-11.33,18.5,13.69
F000001W50,28.81,3.38,2.89,18.18,0.84,15.83,-0.98,-11.33,18.5,13.69
F0GBR05PUD,28.81,3.38,2.89,18.18,0.84,15.83,-0.98,-11.33,18.5,13.69
F00000QTM7,13.64,1.72,1.54,9.44,2.76,11.5,-6.8,-8.54,-2.11,-2.41
