SecId,P_E,P_B,P_Sales,P_CashFlow,Dividend_Yield_Percent,Long_term_earning_Percent,Historical_earning_Percent,Sales_growth_percent,Cashflow_growth_percent,Book_value_growth_percent
F00000OZTW,13.64,1.72,1.54,9.44,2.76,11.5,-6.8,-8.54,-2.11,-2.41
F0GBR06I71,13.64,1.72,1.54,9.44,2.76,11.5,-6.8,-8.54,-2.11,-2.41
F0GBR0602H,13.64,1.72,1.54,9.44,2.76,11.5,-6.8,-8.54,-2.11,-2.41
F0GBR04RQ2,14.14,1.75,1.51,9.8,2.55,11.65,-8.04,-8.1,-0.37,-2.38
F0GBR04D9J,13.68,1.72,1.35,9.66,1.84,13.4,-9.34,-6.76,5.07,-1.79
F000000OD2,13.68,1.72,1.35,9.66,1.84,13.4,-9.34,-6.76,5.07,-1.79
F00000OYYE,13.68,1.72,1.35,9.66,1.84,13.4,-9.34,-6.76,5.07,-1.79
F00000LYF6,13.82,1.76,1.4,9.7,2.43,11.67,-5.69,-6.92,1.54,-1.82
F00000ZW9X,13.82,1.76,1.4,9.7,2.43,11.67,-5.69,-6.92,1.54,-1.82
F0000102YE,11.34,1.29,0.88,8.15,3.04,8.69,-1.87,-4.69,6.07,-2.51
F00000MAI0,11.34,1.29,0.88,8.15,3.04,8.69,-1.87,-4.69,6.07,-2.51
F00000MAHY,11.34,1.29,0.88,8.15,3.04,8.69,-1.87,-4.69,6.07,-2.51
F00000MA49,11.34,1.29,0.88,8.15,3.04,8.69,-1.87,-4.69,6.07,-2.51
F00000QTM9,14.16,1.75,1.49,9.77,2.52,11.64,-8.16,-8.19,-0.07,-2.62
F000002KDL,14.21,2.01,1.57,11.5,1.74,11.85,-4.58,-6.66,11.27,-1.07
F00000P00B,14.21,2.01,1.57,11.5,1.74,11.85,-4.58,-6.66,11.27,-1.07
F00000OS9Z,14.21,2.01,1.57,11.5,1.74,11.85,-4.58,-6.66,11.27,-1.07
F00000WF7I,13.06,1.72,1.3,8.98,2.73,9.05,-2.43,-4.85,5.39,-0.3
F00000WF7E,13.06,1.72,1.3,8.98,2.73,9.05,-2.43,-4.85,5.39,-0.3
F00000WB5V,13.36,1.74,1.56,9.97,2.17,11.46,-2.81,-8.32,-3.51,-1.82
F00000WB5X,13.36,1.74,1.56,9.97,2.17,11.46,-2.81,-8.32,-3.51,-1.82
F00000WF4U,13.36,1.74,1.56,9.97,2.17,11.46,-2.81,-8.32,-3.51,-1.82
F0GBR04S54,11.11,1.34,0.89,7.31,2.27,12.39,-6.57,-5.91,7.63,-1.94
F00000Q4AV,11.11,1.34,0.89,7.31,2.27,12.39,-6.57,-5.91,7.63,-1.94
F00000OQRH,11.11,1.34,0.89,7.31,2.27,12.39,-6.57,-5.91,7.63,-1.94
F000000PXG,11.11,1.34,0.89,7.31,2.27,12.39,-6.57,-5.91,7.63,-1.94
F00000ZX12,12.81,1.1,0.79,6.88,2.23,9.16,-12.82,-2.36,7.48,-5.45
F00000Y61R,12.81,1.1,0.79,6.88,2.23,9.16,-12.82,-2.36,7.48,-5.45
F00000V18M,12.81,1.1,0.79,6.88,2.23,9.16,-12.82,-2.36,7.48,-5.45
F00000ONVN,12.81,1.1,0.79,6.88,2.23,9.16,-12.82,-2.36,7.48,-5.45
F0000040Q9,12.81,1.1,0.79,6.88,2.23,9.16,-12.82,-2.36,7.48,-5.45
F0000040QB,12.81,1.1,0.79,6.88,2.23,9.16,-12.82,-2.36,7.48,-5.45
F0000108X4,12.67,1.09,0.77,6.82,2.18,9.19,-12.92,-2.37,7.78,-5.35
F0000150T8,12.67,1.09,0.77,6.82,2.18,9.19,-12.92,-2.37,7.78,-5.35
F0000108X2,12.67,1.09,0.77,6.82,2.18,9.19,-12.92,-2.37,7.78,-5.35
F0000108X6,12.67,1.09,0.77,6.82,2.18,9.19,-12.92,-2.37,7.78,-5.35
F0000150TA,12.32,1.44,0.99,7.59,2.86,11.21,-7.91,-8.69,-1.77,-2.52
F000010G0B,12.32,1.44,0.99,7.59,2.86,11.21,-7.91,-8.69,-1.77,-2.52
F00000MWK3,12.32,1.44,0.99,7.59,2.86,11.21,-7.91,-8.69,-1.77,-2.52
F00000MWK7,11.57,1.23,0.92,6.39,3.02,7.45,1.33,-6.18,12.71,-2.88
F0000151EF,11.57,1.23,0.92,6.39,3.02,7.45,1.33,-6.18,12.71,-2.88
F0000109A5,11.57,1.23,0.92,6.39,3.02,7.45,1.33,-6.18,12.71,-2.88
F00000VT9Y,11.57,1.23,0.92,6.39,3.02,7.45,1.33,-6.18,12.71,-2.88
F00000OSWI,15.31,1.69,1.01,8.88,2.33,8.1,-7.6,-8.15,17.51,0.59
F0000150TZ,15.31,1.69,1.01,8.88,2.33,8.1,-7.6,-8.15,17.51,0.59
F0GBR04C3X,15.31,1.69,1.01,8.88,2.33,8.1,-7.6,-8.15,17.51,0.59
F00000QQTC,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71
F00000QQTE,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71
F00000QQTD,14.04,1.7,1.32,10.54,1.74,11.83,-4.68,-8.54,-6.42,-1.71
F00000OZTY,14.16,1.75,1.49,9.77,2.52,11.64,-8.16,-8.19,-0.07,-2.62
F0000102YI,14.16,1.75,1.49,9.77,2.52,11.64,-8.16,-8.19,-0.07,-2.62
F0GBR06HX1,14.16,1.75,1.49,9.77,2.52,11.64,-8.16,-8.19,-0.07,-2.62
F0GBR04C2Y,14.16,1.75,1.49,9.77,2.52,11.64,-8.16,-8.19,-0.07,-2.62
F00000U46L,17.41,1.86,1.3,12.44,1.46,11.54,-12.7,-6.82,9.49,-3.63
F00000U3Y2,17.03,2.73,1.66,13.85,2.32,8.64,-1.69,-6.2,-0.67,-0.33
F0GBR04GTH,14.86,2.36,1.34,12.15,3.15,7.49,4.25,-8.23,-3.65,-2.79
F00000P5TW,15.81,2.03,1.46,11.88,2.17,11.51,-9.27,-6.12,2.03,-1.98
F0GBR04MZL,15.81,2.03,1.46,11.88,2.17,11.51,-9.27,-6.12,2.03,-1.98
F00000SK3U,15.81,2.03,1.46,11.88,2.17,11.51,-9.27,-6.12,2.03,-1.98
F0GBR06HWQ,19.95,2.76,2.27,22.09,1.4,7.6,-8.9,-8.77,-5.72,4.92
F00000P7AC,21.65,2.76,2.12,22.05,1.37,7.92,0.07,-9.9,-7.99,4.38
F0GBR04S8U,11.34,1.59,1.09,7.11,3.95,9.25,-9.06,-7.71,3.66,-2.53
F00000OO5L,11.34,1.59,1.09,7.11,3.95,9.25,-9.06,-7.71,3.66,-2.53
F00000OO5M,11.34,1.59,1.09,7.11,3.95,9.25,-9.06,-7.71,3.66,-2.53
F0GBR04JJG,11.34,1.59,1.09,7.11,3.95,9.25,-9.06,-7.71,3.66,-2.53
F0GBR04GHM,11.76,1.49,1.09,7.31,3.67,9.96,-11.77,-8.86,2.88,-3.58
F0GBR04S95,11.93,1.36,1.31,6.67,1.33,23.78,-17.69,-12.66,-6.52,-6.45
F000005JRK,11.93,1.36,1.31,6.67,1.33,23.78,-17.69,-12.66,-6.52,-6.45
F000013D2J,11.93,1.36,1.31,6.67,1.33,23.78,-17.69,-12.66,-6.52,-6.45
F00000OO8B,11.93,1.36,1.31,6.67,1.33,23.78,-17.69,-12.66,-6.52,-6.45
F0GBR04JI4,11.93,1.36,1.31,6.67,1.33,23.78,-17.69,-12.66,-6.52,-6.45
F0GBR04S97,19.44,2.32,1.64,15.64,0.84,14.44,12.9,-10.27,17.86,-2.5
F00000OO8F,19.44,2.32,1.64,15.64,0.84,14.44,12.9,-10.27,17.86,-2.5
F0GBR04JO9,19.44,2.32,1.64,15.64,0.84,14.44,12.9,-10.27,17.86,-2.5
F0GBR04S98,21.77,3.14,3.24,18.5,1.56,13.82,-9.95,-3.4,15.38,2.24
F00000OO8L,21.77,3.14,3.24,18.5,1.56,13.82,-9.95,-3.4,15.38,2.24
F0GBR04JLW,21.77,3.14,3.24,18.5,1.56,13.82,-9.95,-3.4,15.38,2.24
F00000VEBL,17.81,2.26,1.31,10.37,1.83,11.95,-2.53,-5.65,10.93,-2.44
F00000TULL,17.81,2.26,1.31,10.37,1.83,11.95,-2.53,-5.65,10.93,-2.44
F00000XY8K,17.81,2.26,1.31,10.37,1.83,11.95,-2.53,-5.65,10.93,-2.44
F00000VT25,13.6,1.92,1.2,12.31,3.75,7.51,-8.16,-5.31,-2.94,1.39
F0GBR06M5A,10.55,1.28,1.05,7.85,3.59,8.29,-9.1,-4.47,-1.34,1.39
F0GBR04S8K,10.55,1.28,1.05,7.85,3.59,8.29,-9.1,-4.47,-1.34,1.39
F00000QU2P,10.97,1.25,1.26,8.59,2.04,9.97,-11.75,-8.33,-9.46,-1.69
F0GBR050JO,14.02,1.51,1.29,8.66,2.99,15.98,-7.27,-8.22,-2.41,-2.49
F00000NMF9,14.84,1.88,1.22,8.65,3.09,10.26,-8.38,-0.6,13.37,3.93
F00000PBFB,14.84,1.88,1.22,8.65,3.09,10.26,-8.38,-0.6,13.37,3.93
F00000O7XO,12.23,1.4,0.98,7.46,3.07,10.06,-7.79,-8.38,-1.61,-1.7
F0GBR04E51,12.23,1.4,0.98,7.46,3.07,10.06,-7.79,-8.38,-1.61,-1.7
F00000O7XM,12.23,1.4,0.98,7.46,3.07,10.06,-7.79,-8.38,-1.61,-1.7
F00000T1N4,12.23,1.4,0.98,7.46,3.07,10.06,-7.79,-8.38,-1.61,-1.7
F00000SJSU,12.23,1.4,0.98,7.46,3.07,10.06,-7.79,-8.38,-1.61,-1.7
F0GBR04FI9,23.36,3.99,2.65,18.72,1.28,12.56,0.2,3.5,10.87,6.25
F0GBR04CHR,14.73,1.79,1.89,9.16,2,14.57,-11.23,-6.08,-1.32,-5.02
F0GBR04CHN,14.73,1.79,1.89,9.16,2,14.57,-11.23,-6.08,-1.32,-5.02
F00000PBF9,14.73,1.79,1.89,9.16,2,14.57,-11.23,-6.08,-1.32,-5.02
F0GBR04KO2,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27
F0GBR05ZTJ,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27
F00000U46N,17.41,1.86,1.3,12.44,1.46,11.54,-12.7,-6.82,9.49,-3.63
F0GBR04DTS,26.14,2.85,2.82,17.34,0.98,14.82,4.47,-19.65,8.87,6.59
F00000OUU2,26.14,2.85,2.82,17.34,0.98,14.82,4.47,-19.65,8.87,6.59
F000002JUH,26.14,2.85,2.82,17.34,0.98,14.82,4.47,-19.65,8.87,6.59
F0000102YG,20.7,2.5,1.86,12.26,1.41,10.63,-7.13,-5.84,17.45,1.41
F00000VD65,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27
F0GBR059QG,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27
F00000QBOD,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27
F00000V33Z,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27
F00000M0TW,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27
F00000OWFK,14.86,2.36,1.34,12.15,3.15,7.49,4.25,-8.23,-3.65,-2.79
F0GBR04S9M,14.03,1.79,1.56,10.24,2.4,13.32,-8.59,-8.2,0.1,-2.78
F00000MJ6K,14.84,1.88,1.22,8.65,3.09,10.26,-8.38,-0.6,13.37,3.93
F0GBR053N0,19.95,2.76,2.27,22.09,1.4,7.6,-8.9,-8.77,-5.72,4.92
F00000OO8D,19.44,2.32,1.64,15.64,0.84,14.44,12.9,-10.27,17.86,-2.5
F00000OO8N,21.77,3.14,3.24,18.5,1.56,13.82,-9.95,-3.4,15.38,2.24
F00000OKH9,20.7,2.5,1.86,12.26,1.41,10.63,-7.13,-5.84,17.45,1.41
F00000OKFC,20.7,2.5,1.86,12.26,1.41,10.63,-7.13,-5.84,17.45,1.41
F0GBR05PUB,20.7,2.5,1.86,12.26,1.41,10.63,-7.13,-5.84,17.45,1.41
F00000ZO5K,15.14,1.76,1.48,11.42,1.82,12.76,-6.64,-13.06,-1.37,-2.71
F00000OKHB,15.14,1.76,1.48,11.42,1.82,12.76,-6.64,-13.06,-1.37,-2.71
F0000027AJ,15.14,1.76,1.48,11.42,1.82,12.76,-6.64,-13.06,-1.37,-2.71
F0000027AE,15.14,1.76,1.48,11.42,1.82,12.76,-6.64,-13.06,-1.37,-2.71
F00000PLVV,11.73,1.9,1.12,6.71,3.49,8.73,5.01,-3.25,27.7,1.98
F0GBR04H8N,19.33,2.6,1.86,14.21,1.73,10.28,-4.57,-7.61,4.53,1.39
F00000XHLB,13.65,1.71,1.72,10.01,2.62,8.57,-13.31,-8.65,3.4,1.13
F00000XHLL,13.65,1.71,1.72,10.01,2.62,8.57,-13.31,-8.65,3.4,1.13
F00000XHLN,13.65,1.71,1.72,10.01,2.62,8.57,-13.31,-8.65,3.4,1.13
F00000XHLP,13.65,1.71,1.72,10.01,2.62,8.57,-13.31,-8.65,3.4,1.13
F00000QKW2,14.06,1.8,1.64,10.7,2.42,14.58,-8.6,-8.57,-4.65,-1.65
F00000QKW4,14.06,1.8,1.64,10.7,2.42,14.58,-8.6,-8.57,-4.65,-1.65
F00000QKW6,14.06,1.8,1.64,10.7,2.42,14.58,-8.6,-8.57,-4.65,-1.65
F00000OB1F,12.17,1.54,1.24,8.62,2.87,10.95,-10.81,-8.86,-2.07,-2.25
F00000OB1H,12.17,1.54,1.24,8.62,2.87,10.95,-10.81,-8.86,-2.07,-2.25
F00000OB2H,12.17,1.54,1.24,8.62,2.87,10.95,-10.81,-8.86,-2.07,-2.25
F000003W5M,24.66,4.63,3.82,20.32,2.11,6.89,-8.71,0.01,-4.7,4.15
F00000SS5D,24.66,4.63,3.82,20.32,2.11,6.89,-8.71,0.01,-4.7,4.15
F0GBR053Y9,17.77,2.24,1.3,10.24,1.83,11.99,-2.71,-5.77,11.05,-2.61
F00000OUPM,17.77,2.24,1.3,10.24,1.83,11.99,-2.71,-5.77,11.05,-2.61
F0GBR06KKK,20.19,2.8,1.62,11.91,1.55,13.4,-5.06,-6.66,17.63,-1.51
F00000OUPO,20.19,2.8,1.62,11.91,1.55,13.4,-5.06,-6.66,17.63,-1.51
F00000OUPQ,13.69,1.94,1.2,12.44,3.74,7.57,-8.12,-5.36,-2.48,1.55
F00000U3N9,26.94,5.14,3.37,16.84,1.92,8.72,1.68,1.14,0.58,3.5
F0000100NM,26.94,5.14,3.37,16.84,1.92,8.72,1.68,1.14,0.58,3.5
F00000YF5K,15.11,1.73,1.14,11.62,1.04,15.82,-10.69,-2.68,14.78,1.06
F00000YF5L,15.11,1.73,1.14,11.62,1.04,15.82,-10.69,-2.68,14.78,1.06
F00000YF5M,15.11,1.73,1.14,11.62,1.04,15.82,-10.69,-2.68,14.78,1.06
F00000P2FS,21.35,3.39,2.16,15.8,1.75,11.54,5.79,-4.32,11.3,-0.28
F00000P2FT,21.35,3.39,2.16,15.8,1.75,11.54,5.79,-4.32,11.3,-0.28
F00000P2FU,21.35,3.39,2.16,15.8,1.75,11.54,5.79,-4.32,11.3,-0.28
F00000V321,21.35,3.39,2.16,15.8,1.75,11.54,5.79,-4.32,11.3,-0.28
F00000V340,14.71,1.66,1.55,10.09,2.77,9.36,-7.54,-5.36,0.57,-2.27
F000010646,12.96,1.75,1.69,10.52,2.28,12.78,-14.94,-8.2,-3.99,-3.09
F000010645,12.96,1.75,1.69,10.52,2.28,12.78,-14.94,-8.2,-3.99,-3.09
F00000ZIAF,13.77,1.83,1.51,10.31,2.3,13.35,-6.27,-6.85,1.58,-1.89
F00000ZIAE,13.77,1.83,1.51,10.31,2.3,13.35,-6.27,-6.85,1.58,-1.89
F00000Q5I5,11.94,1.52,0.48,5.54,1.99,11.52,-0.57,-10.81,12.2,-7.94
F0000003OY,11.94,1.52,0.48,5.54,1.99,11.52,-0.57,-10.81,12.2,-7.94
F0000023DN,11.94,1.52,0.48,5.54,1.99,11.52,-0.57,-10.81,12.2,-7.94
F00000WYQ6,12.15,1.3,1,7.36,2.28,9.17,-2.22,-5.26,9.04,-2.76
F00000ZSIC,14.29,1.94,1.56,11.93,2.9,8.06,-7.19,-6.14,1.25,-1.99
F00000NGBP,13.64,1.72,1.54,9.45,2.76,11.51,-6.82,-8.55,-2.12,-2.42
F0GBR04C33,13.64,1.72,1.54,9.45,2.76,11.51,-6.82,-8.55,-2.12,-2.42
F00000NDUO,12.76,1.6,0.87,5.34,3.65,13,-1.74,-5.02,-15.53,0.07
F00000NDUQ,12.76,1.6,0.87,5.34,3.65,13,-1.74,-5.02,-15.53,0.07
F00000NDUS,12.76,1.6,0.87,5.34,3.65,13,-1.74,-5.02,-15.53,0.07
F00000OEPS,12.76,1.6,0.87,5.34,3.65,13,-1.74,-5.02,-15.53,0.07
F00000Y64S,14.01,1.58,1.13,11.96,1.38,11.26,-5.18,-1,15.07,2.4
F00000ZSJQ,14.01,1.58,1.13,11.96,1.38,11.26,-5.18,-1,15.07,2.4
F00000Y64U,14.01,1.58,1.13,11.96,1.38,11.26,-5.18,-1,15.07,2.4
F00000VAJU,12.83,1.78,1.22,9.46,3.3,8.22,-2.76,-4.28,7.71,0.28
F000015ID4,12.83,1.78,1.22,9.46,3.3,8.23,-2.72,-4.26,7.7,0.23
F00000VAJV,12.83,1.78,1.22,9.46,3.3,8.23,-2.72,-4.26,7.7,0.23
F000002K4L,12.79,1.8,1.25,9.53,3.32,8.27,-2.58,-4.41,6.87,0.21
F00000PNGB,12.38,1.49,1,12.26,0.7,10.18,-10.05,-11.6,14.72,-5.29
F00000PNGD,12.38,1.49,1,12.26,0.7,10.18,-10.05,-11.6,14.72,-5.29
F0GBR06NJY,20.63,2.58,2.53,16.57,0.53,16.03,-10.2,-1.46,25.06,9.57
F0GBR054FA,17.25,2.44,1.87,10.85,2,11.42,-9.53,-7.78,4.22,-0.98
F000010FG9,13.39,1.72,1.27,9.2,2.27,11.18,-4.26,-10.53,0.26,-1.8
F00000PQ7Q,19.95,3.78,3.83,15.13,1.4,17.07,-1.5,-4.94,2.83,-0.86
F00000SJTP,19.95,3.78,3.83,15.13,1.4,17.07,-1.5,-4.94,2.83,-0.86
F000010FG8,12.24,1.4,0.98,7.46,3.05,9.98,-7.82,-8.33,-1.48,-1.68
F0GBR054F9,14.17,1.75,1.5,9.79,2.52,11.65,-8.03,-8.21,-0.14,-2.62
F00000SJTF,12.97,1.56,1.01,9.36,3.17,7.23,-3.77,-3.52,-4.7,0.59
F00000SJYC,13.44,1.63,1.36,10.28,2.96,8.61,-5.32,-5.53,-2.8,0.83
F00000PSR4,14.83,1.92,1.15,9.27,2.15,11.27,-8.38,-6.28,-3.95,0.08
F00000SJTH,14.83,1.92,1.15,9.27,2.15,11.27,-8.38,-6.28,-3.95,0.08
F00000NQA0,12.45,1.75,1.18,10.01,3.57,6.28,-10.3,-7.68,5.55,-1.33
F00000SFYK,12.45,1.75,1.18,10.01,3.57,6.28,-10.3,-7.68,5.55,-1.33
F0GBR05YU2,12.45,1.75,1.18,10.01,3.57,6.28,-10.3,-7.68,5.55,-1.33
F00000NQA2,23.28,2.72,2.18,20.44,1.08,12.01,3.76,0.92,5.51,7.19
F000005GE0,23.28,2.72,2.18,20.44,1.08,12.01,3.76,0.92,5.51,7.19
F00000GVNO,14.16,1.75,1.51,9.82,2.55,11.65,-8,-8.1,-0.4,-2.37
F00000X14V,17.21,2.22,1.91,11.81,2.03,12.64,-4.51,-4.06,3.48,0.74
F0000108A6,17.21,2.22,1.91,11.81,2.03,12.64,-4.51,-4.06,3.48,0.74
F000010AB6,21.21,3.17,2.35,19.16,1.96,9.25,-8.3,-9.54,-2.69,3.87
F00000PGEJ,21.21,3.17,2.35,19.16,1.96,9.25,-8.3,-9.54,-2.69,3.87
F000010AB8,21.21,3.17,2.35,19.16,1.96,9.25,-8.3,-9.54,-2.69,3.87
F00000GVNQ,14.18,1.75,1.49,9.8,2.52,11.64,-8.18,-8.16,0.03,-2.61
F00000H6L3,16.11,2.28,1.7,12.22,2.51,9.51,-3.72,-7.66,-0.12,-0.58
F00000OTEI,16.11,2.28,1.7,12.22,2.51,9.51,-3.72,-7.66,-0.12,-0.58
F00000LJRH,14.69,1.94,1.75,11.91,2.51,10.22,-6.92,-9.02,-6.94,-1.53
F00000PW2A,14.13,1.89,1.56,11.44,3.03,7.8,-5.78,-6.11,2.21,-1.92
F0GBR05ZMI,14.33,1.75,1.62,10.11,2.44,12.72,-6.99,-9.18,0.92,-3.32
F000005OT2,21.31,2.76,2.15,18.9,1.31,12.26,-6.44,-1.1,3.37,4.99
F00000ZIAH,18.66,2.19,1.44,9.87,0.86,12.28,-12.47,-5.13,19.16,1.51
F00000ZIAG,18.66,2.19,1.44,9.87,0.86,12.28,-12.47,-5.13,19.16,1.51
F00000IRPR,15.08,1.36,1.02,7.47,1.48,13.13,-2.4,-5,18.34,-11.37
F0000003BI,20.39,3.68,3.48,18.73,1.78,11.33,-3.59,-2.55,-2.89,4.62
F00000P9GM,20.39,3.68,3.48,18.73,1.78,11.33,-3.59,-2.55,-2.89,4.62
F00000VCVG,21.31,2.76,2.15,18.9,1.31,12.26,-6.44,-1.1,3.37,4.99
F00000IR5H,14.56,2.32,1.35,11.6,2.01,10.41,-6.39,-8.56,6.31,1.81
F0GBR058S1,14.63,1.83,1.36,10.39,1.85,10.15,-5.85,-7.21,2.73,-3.28
F0GBR05XH7,14.63,1.83,1.36,10.39,1.85,10.15,-5.85,-7.21,2.73,-3.28
F0GBR0538S,14.63,1.83,1.36,10.39,1.85,10.15,-5.85,-7.21,2.73,-3.28
F00000WEPE ,20.89,4.08,2.41,16.53,2.69,7.97,-5.83,-2.02,4,6.59
F00000SK17 ,14.17,1.75,1.5,9.79,2.52,11.65,-8.03,-8.21,-0.14,-2.62
F000002DGO,16.4,2.14,1.56,10.98,2.28,9.92,-4.32,-5.11,-3.16,0.08
F000003W55,13.78,1.69,0.85,6.86,2.66,10.48,-12.46,-1.84,27.55,-5.05
F000003W54,13.78,1.69,0.85,6.86,2.66,10.48,-12.46,-1.84,27.55,-5.05
F00001035L,14.81,1.72,1.16,9.06,1.88,11.05,-10.45,-7.09,9.94,-2.3
F00000P0JS,17.4,2.71,3.15,20.62,1.07,18.65,-17.51,-17.32,1.85,6.03
F00000ZOBC,17.4,2.71,3.15,20.62,1.07,18.65,-17.51,-17.32,1.85,6.03
F00000P32K,17.4,2.71,3.15,20.62,1.07,18.65,-17.51,-17.32,1.85,6.03
F00000UP39,17.47,1.77,1.01,8.97,2.12,13.48,9.15,-0.31,8.15,-2.23
F00000Y7LH,18.67,2.42,2.27,13.89,2.35,22.59,-5.11,-9.06,-12.4,-5.09
F0000102K3,18.67,2.42,2.27,13.89,2.35,22.59,-5.11,-9.06,-12.4,-5.09
F000000LLW,17.16,2.43,1.86,10.76,2.02,11.21,-9.34,-7.88,4.09,-1
F00000VAEP,17.16,2.43,1.86,10.76,2.02,11.21,-9.34,-7.88,4.09,-1
