SecId,Name,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension
F000005MTH,AB Asia Ex-Japan Eq I Acc,2,1,Asia ex-Japan Equity,0,3.8,2.22,-1.43,1.1,11.83,32.49,8.55,9.62,1.5,1.25,0.72,11.83,272938403,1,17142.13592,5,-1.43,1.02,85.98,16,0.45,3,1,3,FALSE
F000010J2O,AB All China Equity I USD Acc,3,3,China Equity,0,4.61,2.95,-8.69,-12.52,-6.05,2.19,11.55,,1.5,1.19,0.27,3.33,1794436,2,23999.17207,3,4.08,0.92,88.93,17.29,0.56,3,3,3,FALSE
0P0000P32I,AB Asia Ex-Japan Eq I Acc EUR,2,1,Asia ex-Japan Equity,0,2.73,2.2,1.35,2.94,15.04,32.31,7.74,8.26,1.5,1.25,0.72,11.83,273249355,1,17142.13592,5,-1.43,1.02,85.98,16.36,0.44,3,1,3,FALSE
F00000XJCR,AB Asia Ex-Japan Eq I GBP Acc,2,1,Asia ex-Japan Equity,0,2.71,2.58,0.9,1.99,10.5,27.76,6.21,8.74,5,1.23,0.72,11.83,273886132,1,17142.13592,4,-1.58,1.04,85.51,16.36,0.44,3,1,3,FALSE
F0GBR04TKL,AB Emerging Markets Gr I Acc,4,5,Global Emerging Markets Equity,0,3.11,1.43,-4.88,-5.54,0.6,16.06,10.86,9.23,1.5,1.19,0.99,9.5,543709613,2,25122.26601,4,0.52,1.04,90.72,17.71,0.52,3,3,3,FALSE
0P00001A16,AB Emerging Markets Gr I Acc EUR,4,5,Global Emerging Markets Equity,0,2.08,1.4,-2.2,-3.83,3.49,15.87,10.04,7.87,1.5,1.19,0.99,9.5,544329049,2,25122.26601,4,0.52,1.04,90.72,18.01,0.51,3,3,3,FALSE
0P0000LYID,AB Emerging Markets Gr I Acc SGD,4,5,Global Emerging Markets Equity,0,2.35,-0.95,-0.57,9.68,5.12,43.68,7.53,12.01,1.5,1.19,0.99,9.5,544296838,2,25122.26601,4,0.52,1.04,90.72,17.72,0.38,3,3,3,FALSE
F00000T1CI,AB Em Mkts Low Volatil Eq S USD Acc,3,5,Global Emerging Markets Equity,0,2.78,-1.07,-6.26,-5.54,-0.12,12.8,7.79,8.17,0,0.1,0.58,7.5,694416472,2,52351.52198,1,-0.8,0.82,92.66,12.68,0.45,3,3,3,FALSE
F0GBR05XF2,AB India Growth I Acc,2,4,India Equity,0,4.91,5.67,9.83,16.34,24.65,51.9,9.06,7.85,1.5,1.45,1.27,8.58,112465617,3,11825.22014,4,-3.87,1.04,92.62,25.63,0.38,3,3,3,FALSE
0P000019WI,AB India Growth I Acc EUR,2,4,India Equity,0,3.85,5.64,12.91,18.44,28.23,51.66,8.24,6.51,1.5,1.45,1.27,8.58,112593746,3,11825.22014,4,-3.87,1.04,92.62,25.71,0.38,3,3,3,FALSE
0P0000NC1O,AB India Growth I Acc HKD,2,4,India Equity,0,1.48,7.32,8.58,21.26,12.7,70.96,4.48,8.26,1.5,1.45,1.27,8.58,112531467,3,11825.22014,4,-3.87,1.04,92.62,25.51,0.2,3,3,3,FALSE
F0GBR052UE,AB China Low Vol Eq Portf I Acc,3,4,China Equity,0,4.46,1.92,-12.43,-13.75,-7.59,-3.12,6.88,10.12,1.5,1.19,0.7,7.58,112444202,2,26412.92223,2,-0.32,0.88,93.39,16.5,0.31,3,3,3,FALSE
0P00001A04,AB China Low Vol Eq Portf I Acc EUR,3,4,China Equity,0,3.39,1.89,-9.97,-12.19,-4.93,-3.27,6.08,8.74,1.5,1.19,0.7,7.58,112572308,2,26412.92223,2,-0.32,0.88,93.39,16.73,0.3,3,3,3,FALSE
F00000ZMWN,AB SICAV I China A Shares Eq I CNH Acc,3,2,China Equity - A Shares,0,3.64,4.7,1.91,1.15,6.59,10.25,17.5,,0.9,1.19,0.55,10.83,74865731,2,14892.8157,2,-0.11,0.95,91.44,16.69,0.99,3,3,3,FALSE
F0GBR04SJV,AS SICAV I All China Equity A Acc GBP,3,4,China Equity,0,0.66,-2.63,-14.4,-18.27,-14.61,-5.48,7.78,9.6,5,1.98,0.25,15.5,484224551,3,68639.45261,2,2.55,0.98,85.1,19.18,0.45,2,3,3,TRUE
F0GBR06U34,AS SICAV I All China Equity A Acc USD,3,4,China Equity,0,1.48,-3.44,-16.59,-19.05,-13.54,-1.44,10.32,10.52,5,1.98,0.25,15.5,484224551,3,68639.45261,2,2.53,0.98,86.32,18.95,0.45,2,3,3,TRUE
F00000HH49,AS SICAV I All China Equity S Acc USD,3,4,China Equity,0,1.48,-3.45,-16.62,-19.12,-13.64,-1.6,10.13,10.33,5,2.15,0.25,15.5,484224551,3,68639.45261,2,2.36,0.98,86.31,18.95,0.44,2,3,3,FALSE
F00000PANO,AS SICAV I All China Equity X Acc GBP,3,4,China Equity,0,0.67,-2.56,-14.24,-17.96,-14.18,-4.77,8.59,10.43,0,1.23,0.25,15.5,484224551,3,68639.45261,2,3.3,0.98,85.12,19.19,0.49,2,3,3,TRUE
F00000PANP,AS SICAV I All China Equity X Acc USD,3,4,China Equity,0,1.5,-3.38,-16.43,-18.74,-13.1,-0.7,11.14,11.34,0,1.23,0.25,15.5,484224551,3,68639.45261,2,3.28,0.98,86.34,18.96,0.49,2,3,3,TRUE
F00000LY62,AS SICAV I Asia Pac Eq A Acc EUR,3,4,Asia-Pacific ex-Japan Equity,0,1.59,1.37,-0.46,-2.69,5.17,21.51,12.35,10.3,5,1.99,0.2,3.33,2323782853,3,77555.02562,3,2.35,0.99,96.49,14.82,0.72,2,3,3,FALSE
F0GBR04SJU,AS SICAV I Asia Pac Eq A Acc GBP,3,4,Asia-Pacific ex-Japan Equity,0,1.72,2.08,-0.52,-3.31,0.45,17.08,10.55,10.69,5,1.99,0.2,3.33,2323782852,3,77555.02562,2,2.36,0.99,96.04,14.87,0.72,2,3,3,FALSE
F0GBR04AWX,AS SICAV I Asia Pac Eq A Acc USD,3,4,Asia-Pacific ex-Japan Equity,0,2.55,1.23,-3.05,-4.23,1.71,22.09,13.15,11.61,5,1.98,0.2,3.33,2323782852,3,77555.02562,2,2.39,0.98,96.38,14.82,0.72,2,3,3,FALSE
F0000008ZM,AS SICAV I Asia Pac Eq I Acc USD,4,4,Asia-Pacific ex-Japan Equity,0,2.56,1.29,-2.86,-3.85,2.25,23.06,14.05,12.5,0,1.19,0.2,3.33,2323782852,3,77555.02562,2,3.18,0.98,96.37,14.83,0.77,2,3,3,FALSE
F00000HH46,AS SICAV I Asia Pac Eq S Acc USD,3,4,Asia-Pacific ex-Japan Equity,0,2.54,1.21,-3.09,-4.31,1.59,21.89,12.96,11.43,5,2.15,0.2,3.33,2323782852,3,77555.02562,2,2.22,0.98,96.38,14.82,0.71,2,3,3,FALSE
F00000P9N0,AS SICAV I Asia Pac Eq X Acc EUR,3,4,Asia-Pacific ex-Japan Equity,0,1.6,1.44,-0.28,-2.32,5.69,22.42,13.19,11.13,0,1.23,0.2,3.33,2323782853,3,77555.02562,3,3.1,0.99,96.49,14.83,0.77,2,3,3,FALSE
F00000P9MX,AS SICAV I Asia Pac Eq X Acc GBP,3,4,Asia-Pacific ex-Japan Equity,0,1.73,2.14,-0.33,-2.95,0.96,17.96,11.38,11.52,0,1.23,0.2,3.33,2323782852,3,77555.02562,3,3.11,0.99,96.03,14.88,0.77,2,3,3,TRUE
F00000P9MZ,AS SICAV I Asia Pac Eq X Acc USD,4,4,Asia-Pacific ex-Japan Equity,0,2.56,1.29,-2.87,-3.87,2.22,23.01,14.01,12.46,0,1.23,0.2,3.33,2323782852,3,77555.02562,2,3.14,0.98,96.37,14.83,0.77,2,3,3,TRUE
F0GBR0547K,AS SICAV I Asn Smllr Coms A Acc GBP,3,2,Asia ex-Japan Small/Mid-Cap Equity,0,1.08,0.91,4.09,7.25,9.27,23.42,7.73,6.92,5,2,0.27,12.92,668763609,6,2177.85185,2,-0.88,0.84,89.82,15.98,0.52,2,3,3,TRUE
F0GBR06X7H,AS SICAV I Asn Smllr Coms A Acc USD,3,2,Asia ex-Japan Small/Mid-Cap Equity,0,1.91,0.06,1.44,6.23,10.64,28.7,10.26,7.81,5,2,0.27,12.92,668763609,6,2177.85185,2,-0.91,0.84,91.7,15.89,0.52,2,3,3,TRUE
F000000OUF,AS SICAV I Asn Smllr Coms I Acc USD,3,2,Asia ex-Japan Small/Mid-Cap Equity,0,1.92,0.13,1.64,6.65,11.23,29.72,11.14,8.67,0,1.21,0.27,12.92,668763609,6,2177.85185,2,-0.12,0.84,91.7,15.9,0.57,2,3,3,FALSE
F00000PALI,AS SICAV I Asn Smllr Coms X Acc EUR,3,2,Asia ex-Japan Small/Mid-Cap Equity,0,0.96,0.26,4.3,8.27,14.87,28.86,10.14,7.18,0,1.4,0.27,12.92,668763609,6,2177.85185,2,-0.29,0.85,90.82,15.89,0.56,2,3,3,FALSE
F00000PALG,AS SICAV I Asn Smllr Coms X Acc GBP,3,2,Asia ex-Japan Small/Mid-Cap Equity,0,1.09,0.96,4.25,7.57,9.71,24.16,8.38,7.57,0,1.4,0.27,12.92,668763609,6,2177.85185,2,-0.27,0.84,89.82,15.98,0.56,2,3,3,TRUE
F00000PALH,AS SICAV I Asn Smllr Coms X Acc USD,3,2,Asia ex-Japan Small/Mid-Cap Equity,0,1.92,0.12,1.59,6.55,11.09,29.47,10.93,8.46,0,1.4,0.27,12.92,668763609,6,2177.85185,2,-0.31,0.84,91.7,15.89,0.56,2,3,3,TRUE
F000001VQZ,AS SICAV I Asn Smllr Coms Z Acc USD,4,2,Asia ex-Japan Small/Mid-Cap Equity,0,1.94,0.22,1.9,7.19,11.98,31.02,12.26,9.76,0,0.21,0.27,12.92,668763609,6,2177.85185,2,0.89,0.84,91.7,15.91,0.63,2,3,3,FALSE
F00000VUF5,AS SICAV I China A Share Eq I Acc EUR,4,3,China Equity - A Shares,0,-1.66,-7.06,-14.7,-14.55,-9.66,4.53,18.15,18.27,0,1.19,0.27,6.5,3699565784,3,40252.40504,4,-0.94,0.97,76.44,18.74,0.86,2,3,3,FALSE
F00000VNAV,AS SICAV I China A Share Eq I Acc USD,4,3,China Equity - A Shares,0,-0.73,-7.2,-16.92,-15.91,-12.63,5.03,19,19.69,0,1.2,0.27,6.5,3699565784,3,40252.40504,4,-0.92,0.97,77.14,18.56,0.87,2,3,3,FALSE
F00000XP6C,AS SICAV I China A Share Eq Z Acc USD,4,3,China Equity - A Shares,0,-0.71,-7.12,-16.71,-15.48,-12.04,6.08,20.2,20.89,0,0.2,0.27,6.5,3699565784,3,40252.40504,4,0.09,0.97,77.12,18.57,0.92,2,3,3,FALSE
F00000IS7G,AS SICAV I Em Mkts Eq A Acc EUR,3,4,Global Emerging Markets Equity,0,2.02,1.33,-0.16,-2.37,5.71,25.16,12.3,7.42,5,2.04,0.23,18.25,1595849716,3,75506.23455,4,2.26,1.06,95.37,16.79,0.66,2,3,3,FALSE
F0GBR04SJZ,AS SICAV I Em Mkts Eq A Acc GBP,3,4,Global Emerging Markets Equity,0,2.15,2.03,-0.21,-2.99,0.97,20.6,10.51,7.81,5,2.04,0.23,18.25,1595849716,3,75506.23455,4,2.23,1.06,95.55,16.83,0.66,2,3,3,FALSE
F0GBR04AWV,AS SICAV I Em Mkts Eq A Acc USD,3,4,Global Emerging Markets Equity,0,2.98,1.19,-2.75,-3.91,2.24,25.76,13.12,8.71,5,2.04,0.23,18.25,1595849716,3,75506.23455,4,2.28,1.06,95.22,16.86,0.66,2,3,3,FALSE
F00000QETI,AS SICAV I Em Mkts Eq G Acc USD,3,4,Global Emerging Markets Equity,0,3,1.25,-2.56,-3.53,2.78,26.76,14.02,9.57,0,1.24,0.23,18.25,1595849716,3,75506.23455,4,3.07,1.06,95.22,16.87,0.7,2,3,3,FALSE
F00000HH47,AS SICAV I Em Mkts Eq S Acc USD,3,4,Global Emerging Markets Equity,0,2.98,1.17,-2.8,-3.99,2.12,25.55,12.93,8.52,5,2.21,0.23,18.25,1595849716,3,75506.23455,4,2.11,1.06,95.22,16.85,0.65,2,3,3,FALSE
F00000PAOS,AS SICAV I Em Mkts Eq X Acc EUR,4,4,Global Emerging Markets Equity,0,2.03,1.4,0.03,-2,6.25,26.1,13.15,8.23,0,1.29,0.23,18.25,1595849716,3,75506.23455,4,3.01,1.06,95.36,16.8,0.7,2,3,3,TRUE
F00000PAOP,AS SICAV I Em Mkts Eq X Acc GBP,4,4,Global Emerging Markets Equity,0,2.16,2.1,-0.02,-2.62,1.48,21.51,11.35,8.62,0,1.29,0.23,18.25,1595849716,3,75506.23455,4,2.98,1.07,95.54,16.84,0.7,2,3,3,TRUE
F00000PAOR,AS SICAV I Em Mkts Eq X Acc USD,4,4,Global Emerging Markets Equity,0,3,1.25,-2.57,-3.55,2.75,26.71,13.97,9.53,0,1.29,0.23,18.25,1595849716,3,75506.23455,4,3.03,1.06,95.22,16.86,0.7,2,3,3,TRUE
F000001VR5,AS SICAV I Em Mkts Eq Z Acc USD,4,4,Global Emerging Markets Equity,0,3.02,1.34,-2.31,-3.04,3.48,28.03,15.16,10.67,0,0.25,0.23,18.25,1595849716,3,75506.23455,4,4.08,1.06,95.21,16.88,0.76,2,3,3,FALSE
F00000LJZ4,AS SICAV I EM Infras Eq A Acc USD,2,3,Sector Equity Infrastructure,0,1.23,1.46,-0.52,-1.89,2.29,17.13,8.32,4.95,5,2.03,0.21,7.67,96309395,3,7892.48796,4,3.12,0.76,70.05,14.79,0.48,2,3,3,FALSE
F00000LJZ7,AS SICAV I EM Infras Eq I Acc USD,3,3,Sector Equity Infrastructure,0,1.24,1.53,-0.32,-1.49,2.84,18.07,9.19,5.79,0,1.24,0.21,7.67,96309395,3,7892.48796,4,3.92,0.76,70.06,14.79,0.53,2,3,3,TRUE
F00000LJZA,AS SICAV I EM Infras Eq S Acc USD,2,3,Sector Equity Infrastructure,0,1.22,1.45,-0.56,-1.97,2.18,16.94,8.14,4.78,5,2.2,0.21,7.67,96309395,3,7892.48796,4,2.95,0.76,70.06,14.78,0.47,2,3,3,TRUE
F00000PAQN,AS SICAV I EM Infras Eq X Acc EUR,3,3,Sector Equity Infrastructure,0,0.28,1.65,2.52,0.11,6,17.76,8.43,4.45,0,1.28,0.21,7.67,96309395,3,7892.48796,4,3.89,0.76,70.06,14.8,0.53,2,3,3,FALSE
F00000Q65M,AS SICAV I EM Infras Eq X Acc GBP,2,3,Sector Equity Infrastructure,0,0.38,2,2.06,-0.69,1.59,13.49,6.9,4.89,0,1.28,0.21,7.67,96309395,3,7892.48796,4,3.88,0.76,70.06,14.79,0.53,2,3,3,TRUE
F000000DUY,AS SICAV I EM Smlr Coms A Acc GBP,3,4,Global Emerging Markets Small/Mid-Cap Equity,0,1.14,2.25,3.81,9.61,17.97,36.49,12.99,7.9,5,2.04,0.26,14.5,252118062,6,1847.34248,2,4.54,0.93,91.29,18.68,0.73,2,3,3,FALSE
F000000DUW,AS SICAV I EM Smlr Coms A Acc USD,3,4,Global Emerging Markets Small/Mid-Cap Equity,0,1.97,1.4,1.17,8.57,19.44,42.32,15.65,8.8,5,2.03,0.26,14.5,252118062,6,1847.34248,2,4.57,0.93,92.01,18.56,0.74,2,3,3,FALSE
F00000QETH,AS SICAV I EM Smlr Coms G Acc USD,3,4,Global Emerging Markets Small/Mid-Cap Equity,0,1.98,1.46,1.37,9,20.08,43.45,16.57,9.67,0,1.24,0.26,14.5,252118062,6,1847.34248,3,5.36,0.93,92.02,18.57,0.78,2,3,3,FALSE
F000000DUX,AS SICAV I EM Smlr Coms I Acc USD,4,4,Global Emerging Markets Small/Mid-Cap Equity,0,1.98,1.47,1.37,9,20.09,43.45,16.57,9.67,0,1.24,0.26,14.5,252118062,6,1847.34248,3,5.37,0.93,92.01,18.57,0.78,2,3,3,FALSE
F00000PAOZ,AS SICAV I EM Smlr Coms X Acc EUR,3,4,Global Emerging Markets Small/Mid-Cap Equity,0,1.03,1.6,4.03,10.63,24,42.49,15.51,8.16,0,1.42,0.26,14.5,252118062,6,1847.34248,2,5.17,0.93,91.71,18.52,0.77,2,3,3,FALSE
F00000PAOX,AS SICAV I EM Smlr Coms X Acc GBP,3,4,Global Emerging Markets Small/Mid-Cap Equity,0,1.15,2.3,3.97,9.94,18.45,37.31,13.67,8.55,0,1.43,0.26,14.5,252118062,6,1847.34248,2,5.14,0.94,91.3,18.69,0.76,2,3,3,TRUE
F00000PAOY,AS SICAV I EM Smlr Coms X Acc USD,3,4,Global Emerging Markets Small/Mid-Cap Equity,0,1.98,1.45,1.32,8.89,19.93,43.18,16.35,9.46,0,1.43,0.26,14.5,252118062,6,1847.34248,2,5.17,0.93,92.02,18.57,0.77,2,3,3,TRUE
F000001VR8,AS SICAV I EM Smlr Coms Z Acc USD,5,4,Global Emerging Markets Small/Mid-Cap Equity,0,2,1.55,1.63,9.55,20.9,44.89,17.75,10.77,0,0.24,0.26,14.5,252118062,6,1847.34248,3,6.37,0.93,92.02,18.59,0.83,2,3,3,FALSE
F00000Z6X7,AS SICAV I EM Sst & Rspnb Invmt EqA Acc$,4,5,Global Emerging Markets Equity,0,2.61,0.78,-2.16,-4.06,1.28,25.03,13.19,,5,2.06,0.41,4.25,139663937,3,54887.5221,4,2.47,1.06,94.49,17.15,0.66,2,3,3,FALSE
F00000PWD5,AS SICAV I Indian Equity A Acc EUR,3,5,India Equity,0,3.46,7.79,16.18,17.6,25.43,48.02,9.77,8.96,5,2.06,0.2,3.25,980915685,3,19860.37888,1,-1.97,0.86,93.53,20.92,0.44,2,3,3,FALSE
F0GBR04HSG,AS SICAV I Indian Equity A Acc GBP,4,5,India Equity,0,3.6,8.54,16.12,16.82,19.77,42.6,8.01,9.34,5,2.06,0.2,3.25,980915685,3,19860.37888,1,-1.92,0.85,92.82,20.89,0.44,2,3,3,FALSE
F0GBR06X0N,AS SICAV I Indian Equity A Acc USD,4,5,India Equity,0,4.44,7.64,13.16,15.71,21.27,48.69,10.56,10.25,5,2.06,0.2,3.25,980915685,3,19860.37888,1,-1.91,0.85,92.97,20.94,0.43,2,3,3,TRUE
F00000PAQ2,AS SICAV I Indian Equity X Acc EUR,3,5,India Equity,0,3.48,7.87,16.41,18.03,26.05,49.12,10.57,9.78,0,1.31,0.2,3.25,980915685,3,19860.37888,1,-1.24,0.86,93.51,20.92,0.47,2,3,3,FALSE
F00000PAQ0,AS SICAV I Indian Equity X Acc GBP,4,5,India Equity,0,3.61,8.61,16.34,17.26,20.38,43.67,8.83,10.17,0,1.31,0.2,3.25,980915685,3,19860.37888,1,-1.17,0.86,92.81,20.9,0.47,2,3,3,TRUE
F00000PAQ1,AS SICAV I Indian Equity X Acc USD,4,5,India Equity,0,4.46,7.71,13.38,16.14,21.88,49.8,11.39,11.09,0,1.31,0.2,3.25,980915685,3,19860.37888,1,-1.16,0.85,92.96,20.95,0.47,2,3,3,TRUE
F000001VR2,AS SICAV I Indian Equity Z Acc USD,4,5,India Equity,0,4.48,7.8,13.67,16.76,22.74,51.38,12.56,12.24,0,0.27,0.2,3.25,980915685,3,19860.37888,1,-0.12,0.86,92.96,20.97,0.52,2,3,3,FALSE
F00000MCH2,ASSII-SLI China Eqs A Acc EUR,3,4,China Equity,0,1.03,-2.58,-14.76,-19.2,-11.97,-4.76,3.37,6.52,5,1.98,0.32,3.17,121073341,3,57704.64799,3,-3.36,0.97,92.31,18.42,0.15,2,3,3,FALSE
F000001XHO,ASSII-SLI China Eqs A Acc GBP,3,4,China Equity,0,1.16,-1.84,-14.77,-19.48,-15.89,-8.22,1.66,6.96,5,1.98,0.32,3.17,121073340,3,57704.64799,3,-3.4,0.97,92.2,18.56,0.15,2,3,3,FALSE
F0GBR068VO,ASSII-SLI China Eqs A Acc USD,3,4,China Equity,0,1.98,-2.65,-16.91,-20.32,-14.8,-4.3,4.19,7.78,5,1.98,0.32,3.17,121073340,3,57704.64799,3,-3.24,0.97,92.64,18.47,0.16,2,3,3,FALSE
F00000XH7Z,ASSII-SLI China Eqs B Acc GBP,2,4,China Equity,0,1.17,-1.76,-14.56,-19.11,-15.37,-7.36,2.64,7.96,5,1.13,0.32,3.17,121073340,3,57704.64799,3,-2.44,0.97,92.21,18.56,0.2,2,3,3,FALSE
F000001XHR,ASSII-SLI China Eqs D Acc GBP,3,4,China Equity,0,1.18,-1.74,-14.52,-19.05,-15.3,-7.23,2.68,8.02,5,1.04,0.32,3.17,121073340,3,57704.64799,3,-2.4,0.98,92.2,18.58,0.2,2,3,3,FALSE
F00000OYWE,ASSII-Emg Mks Foc Eq A Acc USD,3,4,Global Emerging Markets Equity,0,2.93,1.96,-2.04,-0.88,5.53,23.17,12.51,10.85,5,1.99,0.49,8.92,139946035,3,57202.05596,4,1.58,1.1,97.16,17.24,0.62,2,3,3,FALSE
F00000XH8G,ASSII-Emg Mks Foc Eq B Acc GBP,4,4,Global Emerging Markets Equity,0,2.14,2.91,0.75,0.54,4.76,19.15,10.74,10.96,5,1.14,0.49,8.92,139946035,3,57202.05596,4,2.23,1.11,97.2,17.39,0.66,2,3,3,FALSE
F00000T9HK,ASSII-Emg Mks Foc Eq D Acc GBP,4,4,Global Emerging Markets Equity,0,2.12,2.84,0.71,0.61,4.8,19.31,10.85,11.13,5,1.05,0.49,8.92,139946035,3,57202.05596,4,2.34,1.11,97.2,17.39,0.66,2,3,3,FALSE
F00000OYWF,ASSII-Emg Mks Foc Eq D Acc USD,3,4,Global Emerging Markets Equity,0,2.96,2.06,-1.76,-0.35,6.27,24.48,12.82,11.43,5,1.05,0.49,8.92,139946035,3,57202.05596,4,1.97,1.08,96.45,17.22,0.64,2,3,3,FALSE
F00000VYA4,Alger Emerging Markets A EU,4,4,Global Emerging Markets Equity,0,2.67,1.05,3.06,-0.77,8.65,20.65,13.69,9.34,6,2.73,0.78,2,9820550,3,10783.22057,3,4.04,1.02,91.02,16.73,0.74,2,2,2,FALSE
FOGBR05M29,Alger Emerging Markets A US,4,4,Global Emerging Markets Equity,0,3.72,1.06,0.22,-2.51,5.63,20.98,14.57,10.71,6,2.73,0.78,2,9820550,3,10783.22057,3,4.28,1,91.09,16.42,0.76,2,2,2,FALSE
F00000VYA3,Alger Emerging Markets I EU,4,4,Global Emerging Markets Equity,0,2.67,1.18,3.51,0.14,9.91,22.76,15.52,11.11,0,1.1,0.78,2,9820550,3,10783.22057,3,5.63,1.02,91.08,16.79,0.84,2,2,2,FALSE
F00000U446,Alger Emerging Markets I US,5,4,Global Emerging Markets Equity,0,3.72,1.18,0.67,-1.69,6.83,23.07,16.4,12.5,0,1.1,0.78,2,9820550,3,10783.22057,3,5.87,1,91.12,16.44,0.86,2,2,2,FALSE
F00000U445,Alger Emerging Markets I-3US,5,4,Global Emerging Markets Equity,0,3.69,1.19,0.63,-1.69,6.76,22.99,16.34,12.44,0,1.1,0.78,2,9820550,3,10783.22057,3,5.81,1,91.17,16.45,0.85,2,2,2,FALSE
F000015HB6,Allianz China A-Shares Equity C,5,3,China Equity - A Shares,0,-2.76,-5.02,-5.22,-5.15,-6.06,10.86,28.29,20.75,0,1.1,0.17,1.17,203395910,3,24395.84395,4,9.18,1.02,85.96,19.18,1.42,3,1,3,TRUE
F000015HB7,Allianz China A-Shares Equity W,5,3,China Equity - A Shares,0,-2.75,-5,-5.18,-5.07,-5.95,11.03,28.5,20.95,0,0.93,0.17,1.17,203395910,3,24395.84395,4,9.34,1.02,85.97,19.18,1.43,3,1,3,TRUE
F0000002NV,Allianz Emerging Markets Equity A Acc,3,3,Global Emerging Markets Equity,0.3209,2.86,3.35,0.58,0.25,8.93,21.52,8.94,10.22,4,1.83,0.11,7.92,167557266,1,35453.33647,3,0.71,1.07,95.77,16.08,0.59,3,1,3,FALSE
