SecId,Name,StarRatingM255,SustainabilityRank,CategoryName,Yield_M12,GBRReturnW1,GBRReturnM1,GBRReturnM3,GBRReturnM6,GBRReturnM0,GBRReturnM12,GBRReturnM36,GBRReturnM60,MaxFrontEndLoad,OngoingCostActual,TransactionFeeActual,ManagerTenure,FundTNAV,EquityStyleBox,AverageMarketCapital,MorningstarRiskM255,AlphaM36,BetaM36,R2M36,StandardDeviationM36,SharpeM36,ReturnProfilePreservation,ReturnProfileIncome,ReturnProfileHedging,TrackRecordExtension
FOGBR05K3Y,Allianz Emerging Markets Equity C Acc,4,3,Global Emerging Markets Equity,1.06538,2.88,3.43,0.8,0.69,9.57,22.58,9.89,11.19,0,0.96,0.11,7.92,167557266,1,35453.33647,3,1.58,1.07,95.78,16.1,0.64,3,1,3,FALSE
F000010MSG,Allianz Emerging Markets Equity O Acc,4,3,Global Emerging Markets Equity,0.32097,2.87,3.26,0.51,0.29,8.41,21.75,9.8,,0,0.3,0.11,7.92,167557266,1,35453.33647,3,1.5,1.06,96.38,15.96,0.64,3,1,3,FALSE
F00000ZV6F,Allianz All China Equity AT USD,5,3,China Equity,0,0.3,-4.57,-12.06,-13.74,-8.94,5.03,23.02,,5,2.3,0.07,3.75,1314138991,3,36725.88545,4,13.96,1,85.91,19.66,1.03,3,1,3,FALSE
F0000125EX,Allianz All China Equity IT USD,5,3,China Equity,0,0.32,-4.47,-11.81,-13.28,-8.28,6.14,24.29,,2,1.28,0.07,3.75,1314138991,3,36725.88545,4,14.97,1.01,86.04,19.7,1.08,3,1,3,TRUE
F000014R7Z,Allianz All China Equity PT GBP,5,3,China Equity,0,-0.86,-4.1,-9.74,-12.36,-9.44,2.16,21.44,,2,1.33,0.07,3.75,1314138991,3,36725.88545,4,15.06,1,85.5,19.57,1.09,3,1,3,TRUE
F000010S4Z,Allianz All China Equity PT USD,5,3,China Equity,0,0.32,-4.47,-11.82,-13.3,-8.3,6.1,24.28,,2,1.34,0.07,3.75,1314138991,3,36725.88545,4,14.97,1,86.06,19.69,1.08,3,1,3,FALSE
F000010QGT,Allianz All China Equity RT USD,5,3,China Equity,0,0.35,-4.49,-11.85,-13.32,-8.34,6.02,24.08,,,1.47,0.07,3.75,1314138991,3,36725.88545,4,14.8,1,86,19.7,1.07,3,1,3,FALSE
F000010QGV,Allianz All China Equity WT GBP,5,3,China Equity,0,-0.63,-3.91,-9.55,-12.19,-9.23,2.58,21.85,,0,0.94,0.07,3.75,1314138991,3,36725.88545,4,15.34,1.01,86.44,19.72,1.1,3,1,3,FALSE
F00000ZV6G,Allianz All China Equity WT USD,5,3,China Equity,0,0.33,-4.44,-11.73,-13.13,-8.06,6.52,24.7,,0,0.93,0.07,3.75,1314138991,3,36725.88545,4,15.31,1.01,86.05,19.7,1.1,3,1,3,FALSE
F000015H0U,Allianz All China Equity WT6 GBP,5,3,China Equity,0,-0.62,-3.91,-9.54,-12.18,-9.32,2.42,21.56,,,0.92,0.07,3.75,1314138991,3,36725.88545,4,15.1,1.01,85.67,19.81,1.08,3,1,3,TRUE
F000014C03,Allianz China A Shares AT HKD,5,3,China Equity - A Shares,0,-2.48,-6.08,-8.13,-6.23,-4.74,15.69,31.57,,5,2.3,0.17,12.5,8654792856,3,21933.88355,4,9.38,1.05,88.33,19.28,1.45,3,1,3,TRUE
F000014B62,Allianz China A Shares AT SGD,5,3,China Equity - A Shares,0,-2.91,-6.64,-7.08,-5.56,-3.75,13.5,31.16,,5,2.29,0.17,12.5,8654792856,3,21933.88355,4,9.34,1.06,87.87,19.46,1.44,3,1,3,TRUE
F000014B63,Allianz China A Shares AT USD,5,3,China Equity - A Shares,0,-2.2,-5.98,-8.3,-6.42,-5,15.38,31.91,21.41,5,2.29,0.17,12.5,8654792856,3,21933.88355,4,9.21,1.06,88.2,19.37,1.44,3,1,3,TRUE
F000015BVH,Allianz China A Shares IT EUR,5,3,China Equity - A Shares,0,-3.24,-5.87,-5.61,-4.05,-1.03,16.19,32.44,21.19,2,1.26,0.17,12.5,8654792856,3,21933.88355,4,10.12,1.07,88.75,19.5,1.48,3,1,3,TRUE
F000014B64,Allianz China A Shares IT USD,5,3,China Equity - A Shares,0,-2.22,-5.93,-8.07,-5.96,-4.38,16.51,33.24,22.39,2,1.28,0.17,12.5,8654792856,3,21933.88355,4,10.23,1.06,88.26,19.37,1.49,3,1,3,TRUE
F000014OHM,Allianz China A Shares PT GBP,5,3,China Equity - A Shares,0,-3.15,-5.4,-5.69,-4.96,-5.12,12.94,30.31,21.77,2,1.35,0.17,12.5,8654792856,3,21933.88355,4,10.41,1.05,88.61,19.19,1.51,3,1,3,TRUE
F000014C07,Allianz China A Shares RT USD,5,3,China Equity - A Shares,0,-2.22,-5.94,-8.09,-6.04,-4.44,16.33,33.01,,,1.43,0.17,12.5,8654792856,3,21933.88355,4,10.1,1.06,88.17,19.34,1.48,3,1,3,TRUE
F000014C09,Allianz China A Shares WT GBP,5,3,China Equity - A Shares,0,-3.14,-5.39,-5.68,-4.78,-5.28,12.65,30.51,,0,0.94,0.17,12.5,8654792856,3,21933.88355,4,10.63,1.05,88.19,19.24,1.51,3,1,3,TRUE
F000014C0A,Allianz China A Shares WT USD,5,3,China Equity - A Shares,0,-2.21,-5.91,-7.98,-5.79,-4.15,16.91,33.71,,0,0.93,0.17,12.5,8654792856,3,21933.88355,4,10.59,1.06,88.27,19.37,1.51,3,1,3,TRUE
F000015A7B,Allianz China A Shares WT4 USD,5,3,China Equity - A Shares,0,-2.21,-5.89,-7.94,-5.7,-4.03,17.13,33.96,23.29,,0.72,0.17,12.5,8654792856,3,21933.88355,4,10.78,1.06,88.27,19.37,1.52,3,1,3,TRUE
F000004071,Allianz China Equity AT SGD,3,4,China Equity,0,1.98,-0.41,-10.71,-14.97,-7.16,-2,11.09,10.23,5,1.9,0.13,12.92,466341422.8,2,38685.63486,2,3.99,0.93,94.46,17.34,0.57,3,1,3,FALSE
F00000LVXO,Allianz China Equity AT USD,3,4,China Equity,0,2.67,0.19,-11.98,-15.96,-8.75,-0.8,11.39,10.07,5,2.3,0.13,12.92,466341422.8,2,38685.63486,2,3.56,0.93,94.29,17.28,0.54,3,1,3,TRUE
F0000044X8,Allianz China Equity CT EUR,3,4,China Equity,0,1.58,0.2,-9.76,-14.42,-5.84,-1.63,9.83,7.98,5,3.04,0.13,12.92,466341422.8,2,38685.63486,2,2.92,0.93,94.39,17.17,0.51,3,1,3,FALSE
F000002J94,Allianz China Equity IT USD,4,4,China Equity,0,2.68,0.26,-11.77,-15.52,-8.12,0.19,12.54,11.2,0,1.29,0.13,12.92,466341422.8,2,38685.63486,2,4.59,0.93,94.36,17.33,0.6,3,1,3,FALSE
F00000OZZQ,Allianz China Equity PT EUR,3,4,China Equity,0,1.62,0.3,-9.61,-13.95,-5.04,-0.13,11.61,9.82,0,1.33,0.13,12.92,466341422.8,2,38685.63486,2,4.53,0.93,94.44,17.25,0.6,3,1,3,FALSE
F00000WVQS,Allianz China Equity RT USD,3,4,China Equity,0,2.67,0.27,-11.81,-15.59,-8.18,0.05,12.37,11.04,0,1.44,0.13,12.92,466341422.8,2,38685.63486,2,4.45,0.93,94.34,17.32,0.59,3,1,3,FALSE
F00000OOQB,Allianz China Equity WT HKD,3,4,China Equity,0,2.44,0.23,-11.54,-15.21,-7.67,0.82,12.57,11.64,0,0.94,0.13,12.92,466341422.8,2,38685.63486,2,4.99,0.92,94.26,17.24,0.62,3,1,3,FALSE
F00000M7N3,Allianz Emerging Asia Equity AT HKD,3,2,Asia ex-Japan Equity,0,2.84,0.76,-5.27,-7.94,1.58,18.41,12.54,9.77,5,2.3,0.13,1.67,63445123.84,2,38157.00104,3,1.38,1.05,91.71,16.67,0.62,3,1,3,FALSE
F00000Q494,Allianz Emerging Asia Equity IT USD,3,2,Asia ex-Japan Equity,0,3.13,0.93,-5.2,-7.67,2.03,19.3,14.07,10.83,0,1.29,0.13,1.67,63445123.84,2,38157.00104,3,2.33,1.06,91.87,16.77,0.68,3,1,3,FALSE
F00000W5D3,Allianz Emerging Asia Equity RT EUR,3,2,Asia ex-Japan Equity,0,2.06,0.99,-2.73,-5.96,5.43,18.72,13.06,9.38,0,1.43,0.13,1.67,63445123.84,2,38157.00104,3,2.18,1.06,92.28,16.68,0.68,3,1,3,FALSE
F00000V83L,Allianz Emerging Asia Equity WT USD,3,2,Asia ex-Japan Equity,0,3.13,0.96,-5.12,-7.51,2.27,19.72,14.47,11.22,0,0.94,0.13,1.67,63445123.84,2,38157.00104,3,2.68,1.06,91.87,16.78,0.7,3,1,3,FALSE
F00000ULJV,Allianz Emerging Markets Eq Opps WT2 EUR,4,3,Global Emerging Markets Equity,0,2.72,2.72,0.75,1.33,14.39,26.78,11.43,10.43,0,0.87,0.18,7.67,169215675,1,35773.60453,3,1.72,1.04,94.86,15.62,0.65,3,1,3,FALSE
F00000WFOB,Allianz Emerging Markets Equity AT EUR,3,3,Global Emerging Markets Equity,0,2.21,0.31,2.41,6.81,17.68,30.08,9.85,7.76,5,1.95,0.08,0.5,297148330.2,2,17476.79392,3,0.57,1,93.38,15.85,0.55,3,1,3,FALSE
F000014L0Y,Allianz Emerging Markets Equity CT EUR,3,3,Global Emerging Markets Equity,0,2.16,0.1,2.05,6.04,16.92,29.19,9.54,7.3,5,2.45,0.08,0.5,297148330.2,2,17476.79392,3,0.14,1,93.26,15.95,0.53,3,1,3,TRUE
F00000WF96,Allianz Emerging Markets Equity IT EUR,3,3,Global Emerging Markets Equity,0,2.19,0.29,2.46,6.94,18.37,31.17,10.86,8.75,2,1.11,0.08,0.5,297148330.2,2,17476.79392,3,1.51,1,93.37,15.81,0.61,3,1,3,FALSE
F00000XQLK,Allianz Emerging Markets Equity IT8 EUR,4,3,Global Emerging Markets Equity,0,2.18,0.27,2.44,6.9,18.25,31.02,10.83,,2,1.11,0.08,0.5,297148330.2,2,17476.79392,3,1.5,1,93.21,15.8,0.61,3,1,3,FALSE
F00000VQ2Q,Allianz Emerging Markets Equity RT EUR,3,3,Global Emerging Markets Equity,0,2.18,0.27,2.42,6.87,18.18,30.82,10.61,8.53,2,1.25,0.08,0.5,297148330.2,2,17476.79392,3,1.28,1,93.25,15.82,0.6,3,1,3,FALSE
F00000ZVSI,Allianz Emerging Markets Equity WT USD,4,3,Global Emerging Markets Equity,0,3.26,0.23,-0.07,5.04,14.68,31.86,12,,0,0.83,0.08,0.5,297148330.2,2,17476.79392,3,1.8,0.99,92.63,15.98,0.62,3,1,3,FALSE
F000000H7T,Allianz GEM Equity High Div AT EUR,4,2,Global Emerging Markets Equity,0,3.23,2.59,0.47,2.34,14.56,25.96,11.24,9.82,5,2.3,0.1,6.25,82697462,1,30219.89576,2,1.82,0.98,95.24,14.76,0.66,3,1,3,TRUE
F000000RIH,Allianz GEM Equity High Div AT USD,4,2,Global Emerging Markets Equity,0,4.26,2.47,-2.15,0.53,10.92,26.66,11.93,11.19,5,2.3,0.1,6.25,82697462,1,30219.89576,2,1.84,0.98,95.51,14.86,0.66,3,1,3,FALSE
F000000H7S,Allianz GEM Equity High Div CT EUR,3,2,Global Emerging Markets Equity,0,3.21,2.53,0.28,1.96,13.98,25.02,10.41,8.99,5,3.05,0.1,6.25,82697462,1,30219.89576,2,1.07,0.98,95.23,14.75,0.61,3,1,3,TRUE
F00000ZYJB,Allianz GEM Equity High Div IT USD,5,2,Global Emerging Markets Equity,0,4.32,2.62,-1.86,1.02,11.69,28.03,13.16,,2,1.29,0.1,6.25,82697462,1,30219.89576,3,2.92,0.98,95.52,14.85,0.73,3,1,3,FALSE
F00000ML1E,Allianz Hong Kong Equity AT HKD,2,4,Hong Kong Equity,0,1.29,-0.42,-9.34,-13.35,-6.07,5,5.47,5.58,5,2.1,0.36,12.92,215591539.2,2,30971.59624,3,4.7,1,88.39,15.9,0.28,3,1,3,FALSE
F000004074,Allianz Hong Kong Equity AT SGD,2,4,Hong Kong Equity,0,0.84,-1,-8.2,-12.62,-4.79,3.3,5.29,5.53,5,1.85,0.36,12.92,215591539.2,2,30971.59624,3,4.92,1,88.17,16.09,0.29,3,1,3,FALSE
F000000DAB,Allianz Hong Kong Equity IT USD,3,4,Hong Kong Equity,0,1.56,-0.27,-9.24,-13.06,-5.64,5.81,6.91,6.64,0,1.09,0.36,12.92,215591539.2,2,30971.59624,3,5.72,1,88.56,16,0.34,3,1,3,TRUE
F00000ZPOR,Allianz India Equity WT2 USD,4,4,India Equity,0,4.77,7.77,13.92,19.72,29.74,54.98,12.93,,0,0.89,0.1,12.75,20904290.41,2,12956.93113,1,0.48,0.87,95.19,20.27,0.57,3,1,3,FALSE
FOGBR05M1W,Allianz Little Dragons AT USD,2,2,Asia ex-Japan Equity,0,4.19,1.61,1.99,2.7,10.79,20.93,11.42,7.38,5,3.17,0.12,1.67,135256950.7,2,4368.22629,3,1.22,0.92,84.34,15.88,0.57,3,1,3,TRUE
F000002DZG,Allianz Little Dragons CT2 EUR,2,2,Asia ex-Japan Equity,0,3.12,1.7,4.76,4.83,14.84,20.88,10.89,6.38,5,2.92,0.12,1.67,135256950.7,2,4368.22629,3,1.5,0.93,84.53,15.78,0.59,3,1,3,FALSE
F00000PRVF,Allianz Thailand Equity IT JPY,3,4,Thailand Equity,0,1.35,9.03,-1.9,0.99,11.4,18.74,-1.83,4.85,0,1.09,0.03,10.42,53655745.28,1,5549.43237,2,1.35,0.9,91.34,22.92,-0.03,3,1,3,FALSE
F00000OLDG,Allianz Total Return Asian Eq AT HKD,4,3,Asia ex-Japan Equity,0,2.48,0.13,-8.5,-12.83,-2.48,7.67,17.07,13.13,5,2.08,0.22,7.92,415106603.1,3,62812.77544,4,5.69,1.05,88.68,17.1,0.86,3,1,3,FALSE
F0GBR06X07,Allianz Total Return Asian Eq AT USD,4,3,Asia ex-Japan Equity,0,2.76,0.23,-8.63,-12.97,-2.7,7.4,17.47,13.09,5,2.08,0.22,7.92,415106603.1,3,62812.77544,4,5.65,1.05,88.79,17.18,0.85,3,1,3,TRUE
F00000VM8X,Allianz Total Return Asian Eq IT2 USD,4,3,Asia ex-Japan Equity,0,2.78,0.31,-8.4,-12.53,-2.05,8.48,18.65,14.21,0,1.08,0.22,7.92,415106603.1,3,62812.77544,4,6.65,1.05,88.82,17.19,0.91,3,1,3,FALSE
F000000GDA,Allianz Total Return Asian Eq PT USD,4,3,Asia ex-Japan Equity,0,2.77,0.31,-8.41,-12.55,-2.07,8.43,18.61,14.18,0,1.15,0.22,7.92,415106603.1,3,62812.77544,4,6.61,1.05,88.8,17.19,0.91,3,1,3,TRUE
F0GBR04EBZ,Allianz Total Return Asian Equity A Acc,4,3,Asia ex-Japan Equity,0.82325,1.76,1.03,-6.24,-11.98,-3.61,3.97,15.65,12.46,4,1.97,0.24,8.17,70190208,3,62848.50349,4,6.15,1.08,88.2,17.78,0.87,3,1,3,FALSE
F00000WXSZ,Allianz Total Return Asian Equity C Acc,4,3,Asia ex-Japan Equity,0.69585,1.77,1.09,-6.08,-11.69,-3.19,4.64,16.5,13.34,0,1.06,0.24,8.17,70190208,3,62848.50349,5,6.89,1.08,88.28,17.77,0.91,3,1,3,FALSE
F00000XMUN,Alquity Asia EUR Y,1,3,Asia ex-Japan Equity,0,2.03,1.46,-0.35,1.08,12.09,28.91,7.19,5.63,0,1.9,0.48,7.5,36638200,2,13268.06125,4,-1.47,0.98,73.66,18.61,0.37,2,2,2,FALSE
F00000TFHU,Alquity Asia GBP R,1,3,Asia ex-Japan Equity,0,1.79,1.5,-0.46,0.39,6.22,22.3,4.35,4.47,5,3,0.48,7.5,36638200,2,13268.06125,4,-2.65,0.96,72.95,18.31,0.3,2,2,2,FALSE
0P0001342F,Alquity Asia GBP R USD,1,3,Asia ex-Japan Equity,0,2.67,1.03,-2.79,-0.45,7.5,27.18,6.54,5.27,5,3,0.48,7.5,36638200,2,13268.06125,4,-2.65,0.96,72.95,18.31,0.3,2,2,2,FALSE
F00000VA68,Alquity Asia GBP Y,1,3,Asia ex-Japan Equity,0,2.13,1.83,-0.72,0.44,7.69,24.67,5.93,6.27,5,1.55,0.48,7.5,36638200,2,13268.06125,4,-1.25,0.98,73.59,18.63,0.38,2,2,2,FALSE
0P00015ALW,Alquity Asia GBP Y USD,1,3,Asia ex-Japan Equity,0,3.01,1.37,-3.03,-0.39,8.99,29.65,8.15,7.1,5,1.55,0.48,7.5,36638200,2,13268.06125,4,-1.25,0.98,73.59,18.63,0.38,2,2,2,FALSE
F00000TFHW,Alquity Asia USD M,1,3,Asia ex-Japan Equity,0,2.54,1.11,-1.98,0.97,9.04,28.97,7.04,5.45,5,3,0.48,7.5,36638200,2,13268.06125,4,-2.08,0.95,72.31,18.22,0.33,2,2,2,FALSE
F00001056B,Alquity Asia USD R,1,3,Asia ex-Japan Equity,0,2.55,1.1,-2.74,-0.61,7.49,27.26,6.57,,5,3,0.48,7.5,36638200,2,13268.06125,4,-2.63,0.97,73.29,18.42,0.31,2,2,2,FALSE
F00001056C,Alquity Asia USD Y,2,3,Asia ex-Japan Equity,0,3.01,1.34,-3.11,-0.56,8.73,29.2,7.91,6.96,5,1.9,0.48,7.5,36638200,2,13268.06125,4,-1.47,0.98,73.68,18.61,0.37,2,2,2,FALSE
F0000104KZ,Alquity Future World EUR M,1,4,Global Emerging Markets Equity,0,1.78,1.94,-1.27,-0.9,10.15,25.53,4.07,,5,3,0.44,7.25,28428897,2,12944.33769,4,-4.32,1.01,80.31,18.7,0.22,2,2,2,FALSE
F0000104L0,Alquity Future World EUR R,1,4,Global Emerging Markets Equity,0,2,2.18,-1.45,-1.27,9.76,24.71,3.91,,5,3,0.44,7.25,28428897,2,12944.33769,4,-4.48,1.01,80.39,18.76,0.21,2,2,2,FALSE
F00001056E,Alquity Future World EUR Y,1,4,Global Emerging Markets Equity,0,2.02,2.27,-1.22,-0.89,10.52,26.05,5.06,,5,1.9,0.44,7.25,28428897,2,12944.33769,5,-3.4,1.01,80.52,18.86,0.27,2,2,2,FALSE
F00000UQ57,Alquity Future World GBP R,1,4,Global Emerging Markets Equity,0,2.09,2.53,-1.86,-1.93,5.08,20.08,2.41,2.27,5,3,0.44,7.25,28428897,2,12944.33769,4,-4.51,1.01,80.4,18.76,0.21,2,2,2,FALSE
0P00014NMF,Alquity Future World GBP R USD,1,4,Global Emerging Markets Equity,0,2.98,2.06,-4.15,-2.74,6.34,24.87,4.56,3.06,5,3,0.44,7.25,28428897,2,12944.33769,4,-4.51,1.01,80.4,18.76,0.21,2,2,2,FALSE
F00000XMUL,Alquity Future World GBP Y,1,4,Global Emerging Markets Equity,0,2.13,2.65,-1.59,-1.5,6.17,21.92,3.81,4,0,1.55,0.44,7.25,28428897,2,12944.33769,5,-3.17,1.01,80.49,18.86,0.28,2,2,2,FALSE
F00000UILD,Alquity Future World USD M,1,4,Global Emerging Markets Equity,0,2.6,1.69,-3.55,-2.43,5.95,24.42,4.44,3.24,5,3,0.44,7.25,28428897,2,12944.33769,4,-4.57,1,80.42,18.66,0.2,2,2,2,FALSE
F00001056D,Alquity Future World USD R,1,4,Global Emerging Markets Equity,0,2.98,2.06,-3.58,-2.42,6.48,25.03,4.61,,5,3,0.44,7.25,28428897,2,12944.33769,4,-4.46,1.01,80.46,18.77,0.21,2,2,2,FALSE
F000010369,Alquity Future World USD Y,1,4,Global Emerging Markets Equity,0,3,2.15,-3.97,-2.49,7.2,26.35,5.75,,5,1.9,0.44,7.25,28428897,2,12944.33769,5,-3.4,1.01,80.53,18.86,0.27,2,2,2,FALSE
F00001056A,Alquity Indian Subcontinent EUR Y,1,5,India Equity,0,4.04,5.59,19.38,29.29,45.4,71.28,6.88,,5,1.9,0.4,7.42,25274404,3,5890.44358,5,-5.84,1.17,87.52,29.85,0.32,2,2,2,FALSE
F00000TFI0,Alquity Indian Subcontinent GBP R,1,5,India Equity,0,3.48,5.01,15.62,23.95,34.41,58.67,3.56,8.57,5,3,0.4,7.42,25274404,3,5890.44358,5,-7.5,1.16,87.58,29.39,0.26,2,2,2,FALSE
0P0001342M,Alquity Indian Subcontinent GBP R USD,1,5,India Equity,0,4.38,4.53,12.92,22.92,36.03,65,5.74,9.41,5,3,0.4,7.42,25274404,3,5890.44358,5,-7.5,1.16,87.58,29.39,0.26,2,2,2,FALSE
F00000Y7V4,Alquity Indian Subcontinent GBP Y,2,5,India Equity,0,4.14,6,18.96,28.5,39.68,65.68,5.62,11.47,5,1.55,0.4,7.42,25274404,3,5890.44358,5,-5.62,1.18,87.51,29.87,0.33,2,2,2,FALSE
0P000199NO,Alquity Indian Subcontinent GBP Y USD,2,5,India Equity,0,5.05,5.51,16.18,27.43,41.36,72.29,7.84,12.33,5,1.55,0.4,7.42,25274404,3,5890.44358,5,-5.62,1.18,87.51,29.87,0.33,2,2,2,FALSE
F00000TFI2,Alquity Indian Subcontinent USD M,1,5,India Equity,0,4.26,4.6,13.8,22.42,35.38,64.19,5.33,9.54,5,3,0.4,7.42,25274404,3,5890.44358,5,-7.83,1.16,87.44,29.4,0.25,2,2,2,FALSE
F000010568,Alquity Indian Subcontinent USD R,1,5,India Equity,0,4.26,4.6,14.76,25.4,38.78,68.33,6.05,,5,3,0.4,7.42,25274404,3,5890.44358,5,-7.21,1.17,87.22,29.71,0.27,2,2,2,FALSE
F000010569,Alquity Indian Subcontinent USD Y,1,5,India Equity,0,5.04,5.47,16.06,27.16,40.98,71.63,7.57,,5,1.9,0.4,7.42,25274404,3,5890.44358,5,-5.86,1.17,87.54,29.85,0.32,2,2,2,FALSE
F00000MMXG,Amundi Fds Asia Eq Concntr A EUR C,2,3,Asia ex-Japan Equity,0,2.49,2.02,-3.73,-5.86,2.47,14.08,7.86,7.75,4.5,2.05,0.99,5,183074500.8,2,49817.05697,3,-2.08,1.04,98.07,15.48,0.44,3,3,3,FALSE
F0GBR04CVQ,Amundi Fds Asia Eq Concntr A USD C,2,3,Asia ex-Japan Equity,0,3.48,1.91,-6.39,-7.36,-0.57,14.56,8.81,9.26,4.5,2.05,0.99,5,183074500.8,2,49817.05697,3,-1.87,1.05,97.77,15.5,0.45,3,3,3,FALSE
F00000PHKQ,Amundi Fds Asia Eq Concntr A2 USD C,2,3,Asia ex-Japan Equity,0,3.47,1.88,-6.45,-7.71,-0.76,14.31,8.6,9.12,4.5,2.25,0.99,5,183074500.8,2,49817.05697,3,-2.08,1.05,97.59,15.57,0.44,3,3,3,TRUE
F00000MM9U,Amundi Fds Asia Eq Concntr F2 USD C,2,3,Asia ex-Japan Equity,0,3.45,1.82,-6.64,-8.07,-1.28,13.43,7.62,7.98,0,3.05,0.99,5,183074500.8,2,49817.05697,3,-2.98,1.05,97.57,15.57,0.38,3,3,3,FALSE
F0GBR04CVU,Amundi Fds Asia Eq Concntr G USD C,2,3,Asia ex-Japan Equity,0,3.48,1.87,-6.46,-7.51,-0.8,14.07,8.26,8.76,3,2.35,0.99,5,183074500.8,2,49817.05697,3,-2.38,1.04,98.03,15.47,0.42,3,3,3,FALSE
F0GBR04CVW,Amundi Fds Asia Eq Concntr I USD C,3,3,Asia ex-Japan Equity,0,3.5,2,-6.14,-6.8,0.15,15.69,9.66,10.15,2.5,0.96,0.99,5,183074500.8,2,49817.05697,3,-1.08,1.04,98.14,15.46,0.5,3,3,3,FALSE
F00000LXRY,Amundi Fds Em Mkts Eq Foc A EUR C,4,4,Global Emerging Markets Equity,0,2.42,1.27,-1.75,-2.51,6.94,19.71,11.01,8.21,4.5,2.05,0.3,11.83,1837823815,2,32556.32873,2,1.63,1,98.86,15.1,0.65,3,3,3,TRUE
F000000OJJ,Amundi Fds Em Mkts Eq Foc A USD C,4,4,Global Emerging Markets Equity,0,3.4,1.15,-4.44,-4.11,3.71,19.91,11.77,9.55,4.5,2.05,0.3,11.83,1837823815,2,32556.32873,2,1.65,1,98.85,15.09,0.65,3,3,3,FALSE
F00000MMXS,Amundi Fds Em Mkts Eq Foc F2 USD C,3,4,Global Emerging Markets Equity,0,3.35,0.99,-4.61,-4.95,3.22,18.87,10.79,8.32,0,3.05,0.3,11.83,1837823815,2,32556.32873,2,0.76,1,98.43,15.21,0.59,3,3,3,FALSE
